skill,kg_display_skill,skill_type,confirmation_min_job_mentions,first_seen_month,first_seen_standard_jobs,first_seen_job_count,is_left_censored,migration_confidence,migration_interpretation,latest_seen_month,latest_covered_job_count,cumulative_covered_job_count,spread_job_count,spread_standard_jobs,all_standard_jobs,confirmed_first_seen_month,confirmed_first_seen_standard_jobs,confirmed_first_seen_job_count,confirmed_cumulative_covered_job_count,confirmed_spread_job_count,confirmed_spread_standard_jobs,confirmed_migration_path,peak_monthly_covered_job_count,peak_monthly_covered_job_month,total_skill_mentions,migration_path,updated_at
ASR,大模型,new,2,2024-12,Android开发工程师; 测试工程师; 语音算法工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,3,4,1,广告算法工程师,Android开发工程师; 测试工程师; 语音算法工程师; 广告算法工程师,2024-12,测试工程师; 语音算法工程师,2,4,2,Android开发工程师; 广告算法工程师,2024-12: 测试工程师; 语音算法工程师 -> 2025-01: Android开发工程师 -> 2026-05: 广告算法工程师,3,2026-07,294,2024-12: Android开发工程师; 测试工程师; 语音算法工程师 -> 2025-10: 广告算法工程师,2026-08-08T05:14:20+00:00
AUTOSAR,行业应用,traditional,2,2024-12,嵌入式软件工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,2,1,驱动开发工程师,嵌入式软件工程师; 驱动开发工程师,2024-12,嵌入式软件工程师,1,2,1,驱动开发工程师,2024-12: 嵌入式软件工程师 -> 2025-02: 驱动开发工程师,2,2026-07,70,2024-12: 嵌入式软件工程师 -> 2025-02: 驱动开发工程师,2026-08-08T05:14:20+00:00
Agent,大模型,new,2,2025-01,AI Agent应用工程师; AI Agent算法工程师,2,0,high,技能在观测期内首次出现，后续扩散路径可用于分析样本内技能迁移,2026-07,7,11,9,AI产品经理; 大模型应用工程师; 测试开发工程师; 后端开发工程师; 软件架构师; 全栈开发工程师; 前端开发工程师; DevOps工程师; 解决方案工程师,AI Agent应用工程师; AI Agent算法工程师; AI产品经理; 大模型应用工程师; 测试开发工程师; 后端开发工程师; 软件架构师; 全栈开发工程师; 前端开发工程师; DevOps工程师; 解决方案工程师,2025-01,AI Agent应用工程师; AI Agent算法工程师,2,11,9,AI产品经理; 后端开发工程师; 全栈开发工程师; 测试开发工程师; 软件架构师; 前端开发工程师; DevOps工程师; 大模型应用工程师; 解决方案工程师,2025-01: AI Agent应用工程师; AI Agent算法工程师 -> 2025-03: AI产品经理 -> 2025-07: 后端开发工程师 -> 2025-09: 全栈开发工程师; 测试开发工程师 -> 2025-11: 软件架构师 -> 2025-12: 前端开发工程师 -> 2026-01: DevOps工程师 -> 2026-06: 大模型应用工程师; 解决方案工程师,9,2026-06,976,2025-01: AI Agent应用工程师; AI Agent算法工程师 -> 2025-03: AI产品经理; 大模型应用工程师 -> 2025-06: 测试开发工程师 -> 2025-07: 后端开发工程师; 软件架构师 -> 2025-09: 全栈开发工程师 -> 2025-12: 前端开发工程师 -> 2026-01: DevOps工程师; 解决方案工程师,2026-08-08T05:14:20+00:00
Ai coding,AI,new,2,2025-03,大模型应用工程师; 测试开发工程师; 软件开发工程师,3,0,high,技能在观测期内首次出现，后续扩散路径可用于分析样本内技能迁移,2026-07,9,11,8,前端开发工程师; 全栈开发工程师; 后端开发工程师; AI产品经理; DevOps工程师; 软件架构师; 测试工程师; 质量工程师,大模型应用工程师; 测试开发工程师; 软件开发工程师; 前端开发工程师; 全栈开发工程师; 后端开发工程师; AI产品经理; DevOps工程师; 软件架构师; 测试工程师; 质量工程师,2025-03,大模型应用工程师; 测试开发工程师,2,11,9,前端开发工程师; 全栈开发工程师; 后端开发工程师; 软件开发工程师; AI产品经理; DevOps工程师; 测试工程师; 软件架构师; 质量工程师,2025-03: 大模型应用工程师; 测试开发工程师 -> 2025-04: 前端开发工程师 -> 2025-05: 全栈开发工程师; 后端开发工程师 -> 2025-08: 软件开发工程师 -> 2025-09: AI产品经理 -> 2025-11: DevOps工程师 -> 2026-02: 测试工程师; 软件架构师 -> 2026-05: 质量工程师,10,2026-05,931,2025-03: 大模型应用工程师; 测试开发工程师; 软件开发工程师 -> 2025-04: 前端开发工程师 -> 2025-05: 全栈开发工程师; 后端开发工程师 -> 2025-09: AI产品经理 -> 2025-11: DevOps工程师; 软件架构师 -> 2026-02: 测试工程师 -> 2026-05: 质量工程师,2026-08-08T05:14:20+00:00
Android,软件开发,traditional,2,2024-12,Android开发工程师; C++开发工程师; iOS开发工程师; 全栈开发工程师; 图形图像工程师; 多模态算法工程师; 安全工程师; 客户端开发工程师; 嵌入式软件工程师; 通信工程师; 音视频工程师; 驱动开发工程师,12,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,11,21,9,前端开发工程师; 技术支持工程师; 硬件工程师; 语音算法工程师; 大模型测试工程师; 软件架构师; 计算机视觉算法工程师; 软件开发工程师; AI应用工程师,Android开发工程师; C++开发工程师; iOS开发工程师; 全栈开发工程师; 图形图像工程师; 多模态算法工程师; 安全工程师; 客户端开发工程师; 嵌入式软件工程师; 通信工程师; 音视频工程师; 驱动开发工程师; 前端开发工程师; 技术支持工程师; 硬件工程师; 语音算法工程师; 大模型测试工程师; 软件架构师; 计算机视觉算法工程师; 软件开发工程师; AI应用工程师,2024-12,Android开发工程师; C++开发工程师; iOS开发工程师; 图形图像工程师; 安全工程师; 客户端开发工程师; 驱动开发工程师,7,18,11,全栈开发工程师; 嵌入式软件工程师; 技术支持工程师; 硬件工程师; 通信工程师; 音视频工程师; 大模型测试工程师; 语音算法工程师; 计算机视觉算法工程师; AI应用工程师; 前端开发工程师,2024-12: Android开发工程师; C++开发工程师; iOS开发工程师; 图形图像工程师; 安全工程师; 客户端开发工程师; 驱动开发工程师 -> 2025-01: 全栈开发工程师; 嵌入式软件工程师; 技术支持工程师; 硬件工程师; 通信工程师; 音视频工程师 -> 2025-06: 大模型测试工程师 -> 2025-10: 语音算法工程师 -> 2025-12: 计算机视觉算法工程师 -> 2026-07: AI应用工程师; 前端开发工程师,15,2025-01,943,2024-12: Android开发工程师; C++开发工程师; iOS开发工程师; 全栈开发工程师; 图形图像工程师; 多模态算法工程师; 安全工程师; 客户端开发工程师; 嵌入式软件工程师; 通信工程师; 音视频工程师; 驱动开发工程师 -> 2025-01: 前端开发工程师; 技术支持工程师; 硬件工程师; 语音算法工程师 -> 2025-02: 大模型测试工程师; 软件架构师 -> 2025-04: 计算机视觉算法工程师 -> 2025-08: 软件开发工程师 -> 2026-06: AI应用工程师,2026-08-08T05:14:20+00:00
Android Framework,软件开发,traditional,2,2024-12,Android开发工程师; 芯片设计工程师; 软件架构师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,3,7,4,驱动开发工程师; 测试工程师; 通信工程师; Java开发工程师,Android开发工程师; 芯片设计工程师; 软件架构师; 驱动开发工程师; 测试工程师; 通信工程师; Java开发工程师,2024-12,Android开发工程师; 软件架构师,2,7,5,驱动开发工程师; 通信工程师; 测试工程师; 芯片设计工程师; Java开发工程师,2024-12: Android开发工程师; 软件架构师 -> 2025-01: 驱动开发工程师 -> 2025-02: 通信工程师 -> 2025-03: 测试工程师 -> 2025-05: 芯片设计工程师 -> 2026-04: Java开发工程师,5,2026-04,324,2024-12: Android开发工程师; 芯片设计工程师; 软件架构师 -> 2025-01: 驱动开发工程师 -> 2025-02: 测试工程师; 通信工程师 -> 2025-08: Java开发工程师,2026-08-08T05:14:20+00:00
Angular,编程语言,traditional,2,2024-12,前端开发工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,1,3,2,全栈开发工程师; AI Agent应用工程师,前端开发工程师; 全栈开发工程师; AI Agent应用工程师,2024-12,前端开发工程师,1,2,1,全栈开发工程师,2024-12: 前端开发工程师 -> 2025-02: 全栈开发工程师,2,2025-07,182,2024-12: 前端开发工程师 -> 2025-01: 全栈开发工程师 -> 2025-07: AI Agent应用工程师,2026-08-08T05:14:20+00:00
AutoGen,大模型,new,2,2025-02,AI Agent应用工程师; AI Agent算法工程师,2,0,high,技能在观测期内首次出现，后续扩散路径可用于分析样本内技能迁移,2026-07,5,8,6,大模型应用工程师; 软件架构师; 后端开发工程师; 测试开发工程师; AI产品经理; 解决方案工程师,AI Agent应用工程师; AI Agent算法工程师; 大模型应用工程师; 软件架构师; 后端开发工程师; 测试开发工程师; AI产品经理; 解决方案工程师,2025-02,AI Agent应用工程师; AI Agent算法工程师,2,6,4,软件架构师; 测试开发工程师; 大模型应用工程师; 后端开发工程师,2025-02: AI Agent应用工程师; AI Agent算法工程师 -> 2025-04: 软件架构师 -> 2026-01: 测试开发工程师 -> 2026-02: 大模型应用工程师 -> 2026-07: 后端开发工程师,5,2026-07,477,2025-02: AI Agent应用工程师; AI Agent算法工程师 -> 2025-04: 大模型应用工程师; 软件架构师 -> 2025-08: 后端开发工程师 -> 2025-09: 测试开发工程师 -> 2026-02: AI产品经理 -> 2026-06: 解决方案工程师,2026-08-08T05:14:20+00:00
C/C++,编程语言,traditional,2,2024-12,AI Agent应用工程师; AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; AI安全工程师; AI应用工程师; Android开发工程师; C++开发工程师; DevOps工程师; FPGA工程师; Go开发工程师; Java开发工程师; NLP算法工程师; Python开发工程师; iOS开发工程师; 云计算工程师; 信息安全工程师; 后端开发工程师; 图形图像工程师; 多模态算法工程师; 大模型应用工程师; 大模型测试工程师; 大模型算法工程师; 安全工程师; 客户端开发工程师; 嵌入式软件工程师; 广告算法工程师; 技术支持工程师; 控制算法工程师; 推荐算法工程师; 搜索算法工程师; 数据仓库工程师; 数据分析师; 数据工程师; 数据库工程师; 数据开发工程师; 数据挖掘算法工程师; 服务器工程师; 机器人算法工程师; 机器人软件工程师; 机器学习算法工程师; 测试工程师; 测试开发工程师; 电源工程师; 硬件工程师; 算法工程师; 算法研究员; 系统软件工程师; 网络安全工程师; 网络工程师; 自动驾驶算法工程师; 芯片测试工程师; 芯片设计工程师; 芯片验证工程师; 解决方案工程师; 计算机视觉算法工程师; 语音算法工程师; 软件开发工程师; 软件架构师; 运维工程师; 通信工程师; 音视频工程师; 风控算法工程师; 驱动开发工程师,64,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,62,66,2,全栈开发工程师; 前端开发工程师,AI Agent应用工程师; AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; AI安全工程师; AI应用工程师; Android开发工程师; C++开发工程师; DevOps工程师; FPGA工程师; Go开发工程师; Java开发工程师; NLP算法工程师; Python开发工程师; iOS开发工程师; 云计算工程师; 信息安全工程师; 后端开发工程师; 图形图像工程师; 多模态算法工程师; 大模型应用工程师; 大模型测试工程师; 大模型算法工程师; 安全工程师; 客户端开发工程师; 嵌入式软件工程师; 广告算法工程师; 技术支持工程师; 控制算法工程师; 推荐算法工程师; 搜索算法工程师; 数据仓库工程师; 数据分析师; 数据工程师; 数据库工程师; 数据开发工程师; 数据挖掘算法工程师; 服务器工程师; 机器人算法工程师; 机器人软件工程师; 机器学习算法工程师; 测试工程师; 测试开发工程师; 电源工程师; 硬件工程师; 算法工程师; 算法研究员; 系统软件工程师; 网络安全工程师; 网络工程师; 自动驾驶算法工程师; 芯片测试工程师; 芯片设计工程师; 芯片验证工程师; 解决方案工程师; 计算机视觉算法工程师; 语音算法工程师; 软件开发工程师; 软件架构师; 运维工程师; 通信工程师; 音视频工程师; 风控算法工程师; 驱动开发工程师; 全栈开发工程师; 前端开发工程师,2024-12,AI Agent应用工程师; AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; AI安全工程师; AI应用工程师; Android开发工程师; C++开发工程师; DevOps工程师; FPGA工程师; Go开发工程师; Java开发工程师; NLP算法工程师; Python开发工程师; iOS开发工程师; 云计算工程师; 信息安全工程师; 后端开发工程师; 图形图像工程师; 多模态算法工程师; 大模型测试工程师; 大模型算法工程师; 安全工程师; 客户端开发工程师; 嵌入式软件工程师; 广告算法工程师; 技术支持工程师; 控制算法工程师; 推荐算法工程师; 搜索算法工程师; 数据分析师; 数据库工程师; 数据开发工程师; 数据挖掘算法工程师; 服务器工程师; 机器人算法工程师; 机器人软件工程师; 机器学习算法工程师; 测试工程师; 测试开发工程师; 电源工程师; 硬件工程师; 算法工程师; 算法研究员; 系统软件工程师; 网络安全工程师; 网络工程师; 自动驾驶算法工程师; 芯片测试工程师; 芯片设计工程师; 芯片验证工程师; 解决方案工程师; 计算机视觉算法工程师; 语音算法工程师; 软件开发工程师; 软件架构师; 运维工程师; 通信工程师; 音视频工程师; 风控算法工程师; 驱动开发工程师,61,65,4,数据仓库工程师; 数据工程师; 全栈开发工程师; 前端开发工程师,2024-12: AI Agent应用工程师; AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; AI安全工程师; AI应用工程师; Android开发工程师; C++开发工程师; DevOps工程师; FPGA工程师; Go开发工程师; Java开发工程师; NLP算法工程师; Python开发工程师; iOS开发工程师; 云计算工程师; 信息安全工程师; 后端开发工程师; 图形图像工程师; 多模态算法工程师; 大模型测试工程师; 大模型算法工程师; 安全工程师; 客户端开发工程师; 嵌入式软件工程师; 广告算法工程师; 技术支持工程师; 控制算法工程师; 推荐算法工程师; 搜索算法工程师; 数据分析师; 数据库工程师; 数据开发工程师; 数据挖掘算法工程师; 服务器工程师; 机器人算法工程师; 机器人软件工程师; 机器学习算法工程师; 测试工程师; 测试开发工程师; 电源工程师; 硬件工程师; 算法工程师; 算法研究员; 系统软件工程师; 网络安全工程师; 网络工程师; 自动驾驶算法工程师; 芯片测试工程师; 芯片设计工程师; 芯片验证工程师; 解决方案工程师; 计算机视觉算法工程师; 语音算法工程师; 软件开发工程师; 软件架构师; 运维工程师; 通信工程师; 音视频工程师; 风控算法工程师; 驱动开发工程师 -> 2025-01: 数据仓库工程师; 数据工程师 -> 2025-04: 全栈开发工程师 -> 2025-06: 前端开发工程师,64,2025-01,14376,2024-12: AI Agent应用工程师; AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; AI安全工程师; AI应用工程师; Android开发工程师; C++开发工程师; DevOps工程师; FPGA工程师; Go开发工程师; Java开发工程师; NLP算法工程师; Python开发工程师; iOS开发工程师; 云计算工程师; 信息安全工程师; 后端开发工程师; 图形图像工程师; 多模态算法工程师; 大模型应用工程师; 大模型测试工程师; 大模型算法工程师; 安全工程师; 客户端开发工程师; 嵌入式软件工程师; 广告算法工程师; 技术支持工程师; 控制算法工程师; 推荐算法工程师; 搜索算法工程师; 数据仓库工程师; 数据分析师; 数据工程师; 数据库工程师; 数据开发工程师; 数据挖掘算法工程师; 服务器工程师; 机器人算法工程师; 机器人软件工程师; 机器学习算法工程师; 测试工程师; 测试开发工程师; 电源工程师; 硬件工程师; 算法工程师; 算法研究员; 系统软件工程师; 网络安全工程师; 网络工程师; 自动驾驶算法工程师; 芯片测试工程师; 芯片设计工程师; 芯片验证工程师; 解决方案工程师; 计算机视觉算法工程师; 语音算法工程师; 软件开发工程师; 软件架构师; 运维工程师; 通信工程师; 音视频工程师; 风控算法工程师; 驱动开发工程师 -> 2025-01: 全栈开发工程师 -> 2025-03: 前端开发工程师,2026-08-08T05:14:20+00:00
CI/CD,系统与运维,traditional,2,2024-12,DevOps工程师; 云计算工程师; 全栈开发工程师; 测试工程师; 测试开发工程师,5,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,1,11,6,大模型测试工程师; 前端开发工程师; iOS开发工程师; AI安全工程师; Java开发工程师; 后端开发工程师,DevOps工程师; 云计算工程师; 全栈开发工程师; 测试工程师; 测试开发工程师; 大模型测试工程师; 前端开发工程师; iOS开发工程师; AI安全工程师; Java开发工程师; 后端开发工程师,2024-12,DevOps工程师,1,9,8,云计算工程师; 全栈开发工程师; 测试工程师; 测试开发工程师; 前端开发工程师; iOS开发工程师; Java开发工程师; 大模型测试工程师,2024-12: DevOps工程师 -> 2025-01: 云计算工程师; 全栈开发工程师; 测试工程师; 测试开发工程师 -> 2025-02: 前端开发工程师 -> 2025-03: iOS开发工程师 -> 2025-05: Java开发工程师 -> 2025-06: 大模型测试工程师,6,2025-01,140,2024-12: DevOps工程师; 云计算工程师; 全栈开发工程师; 测试工程师; 测试开发工程师 -> 2025-01: 大模型测试工程师 -> 2025-02: 前端开发工程师 -> 2025-03: iOS开发工程师 -> 2025-04: AI安全工程师 -> 2025-05: Java开发工程师 -> 2025-06: 后端开发工程师,2026-08-08T05:14:20+00:00
CSS,编程语言,traditional,2,2024-12,AI Agent应用工程师; 全栈开发工程师; 前端开发工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,6,3,Go开发工程师; 网络工程师; iOS开发工程师,AI Agent应用工程师; 全栈开发工程师; 前端开发工程师; Go开发工程师; 网络工程师; iOS开发工程师,2024-12,AI Agent应用工程师; 前端开发工程师,2,6,4,Go开发工程师; 全栈开发工程师; 网络工程师; iOS开发工程师,2024-12: AI Agent应用工程师; 前端开发工程师 -> 2025-01: Go开发工程师; 全栈开发工程师 -> 2025-03: 网络工程师 -> 2025-06: iOS开发工程师,4,2025-07,281,2024-12: AI Agent应用工程师; 全栈开发工程师; 前端开发工程师 -> 2025-01: Go开发工程师; 网络工程师 -> 2025-03: iOS开发工程师,2026-08-08T05:14:20+00:00
CUDA,硬件与芯片,new,2,2024-12,AI Infra工程师; 系统软件工程师; 芯片设计工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,7,10,7,大模型算法工程师; 芯片验证工程师; FPGA工程师; 云计算工程师; 后端开发工程师; DevOps工程师; 解决方案工程师,AI Infra工程师; 系统软件工程师; 芯片设计工程师; 大模型算法工程师; 芯片验证工程师; FPGA工程师; 云计算工程师; 后端开发工程师; DevOps工程师; 解决方案工程师,2024-12,AI Infra工程师; 系统软件工程师; 芯片设计工程师,3,9,6,芯片验证工程师; FPGA工程师; 云计算工程师; 后端开发工程师; DevOps工程师; 解决方案工程师,2024-12: AI Infra工程师; 系统软件工程师; 芯片设计工程师 -> 2025-01: 芯片验证工程师 -> 2025-02: FPGA工程师 -> 2025-06: 云计算工程师 -> 2025-07: 后端开发工程师 -> 2025-08: DevOps工程师 -> 2026-06: 解决方案工程师,8,2026-06,1374,2024-12: AI Infra工程师; 系统软件工程师; 芯片设计工程师 -> 2025-01: 大模型算法工程师; 芯片验证工程师 -> 2025-02: FPGA工程师 -> 2025-06: 云计算工程师 -> 2025-07: 后端开发工程师 -> 2025-08: DevOps工程师 -> 2026-04: 解决方案工程师,2026-08-08T05:14:20+00:00
ClickHouse,数据工程,traditional,2,2024-12,Go开发工程师; 后端开发工程师; 大数据开发工程师; 数据分析师; 数据工程师; 数据平台工程师; 数据开发工程师; 运维工程师,8,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,6,11,3,技术支持工程师; 系统软件工程师; AI Infra工程师,Go开发工程师; 后端开发工程师; 大数据开发工程师; 数据分析师; 数据工程师; 数据平台工程师; 数据开发工程师; 运维工程师; 技术支持工程师; 系统软件工程师; AI Infra工程师,2024-12,大数据开发工程师; 数据平台工程师; 数据开发工程师,3,8,5,Go开发工程师; 数据分析师; 数据工程师; 后端开发工程师; 技术支持工程师,2024-12: 大数据开发工程师; 数据平台工程师; 数据开发工程师 -> 2025-01: Go开发工程师; 数据分析师; 数据工程师 -> 2025-02: 后端开发工程师 -> 2025-05: 技术支持工程师,8,2024-12,520,2024-12: Go开发工程师; 后端开发工程师; 大数据开发工程师; 数据分析师; 数据工程师; 数据平台工程师; 数据开发工程师; 运维工程师 -> 2025-01: 技术支持工程师 -> 2025-04: 系统软件工程师 -> 2025-09: AI Infra工程师,2026-08-08T05:14:20+00:00
Context Engineering,大模型,new,2,2025-03,AI Agent应用工程师; 大模型应用工程师,2,0,high,技能在观测期内首次出现，后续扩散路径可用于分析样本内技能迁移,2026-07,4,9,7,软件架构师; AI Agent算法工程师; AI产品经理; 后端开发工程师; 测试开发工程师; 解决方案工程师; 全栈开发工程师,AI Agent应用工程师; 大模型应用工程师; 软件架构师; AI Agent算法工程师; AI产品经理; 后端开发工程师; 测试开发工程师; 解决方案工程师; 全栈开发工程师,2025-03,AI Agent应用工程师; 大模型应用工程师,2,5,3,软件架构师; AI产品经理; 测试开发工程师,2025-03: AI Agent应用工程师; 大模型应用工程师 -> 2025-04: 软件架构师 -> 2025-10: AI产品经理 -> 2025-11: 测试开发工程师,5,2026-06,570,2025-03: AI Agent应用工程师; 大模型应用工程师 -> 2025-04: 软件架构师 -> 2025-05: AI Agent算法工程师 -> 2025-10: AI产品经理; 后端开发工程师 -> 2025-11: 测试开发工程师 -> 2026-02: 解决方案工程师 -> 2026-06: 全栈开发工程师,2026-08-08T05:14:20+00:00
DPO,大模型,new,2,2025-01,NLP算法工程师; 大模型算法工程师,2,0,high,技能在观测期内首次出现，后续扩散路径可用于分析样本内技能迁移,2026-07,5,7,5,AI安全工程师; AI Agent算法工程师; AI产品经理; 大模型测试工程师; 解决方案工程师,NLP算法工程师; 大模型算法工程师; AI安全工程师; AI Agent算法工程师; AI产品经理; 大模型测试工程师; 解决方案工程师,2025-01,NLP算法工程师; 大模型算法工程师,2,5,3,AI安全工程师; AI产品经理; 大模型测试工程师,2025-01: NLP算法工程师; 大模型算法工程师 -> 2025-02: AI安全工程师 -> 2025-06: AI产品经理 -> 2025-09: 大模型测试工程师,6,2025-12,788,2025-01: NLP算法工程师; 大模型算法工程师 -> 2025-02: AI安全工程师 -> 2025-03: AI Agent算法工程师 -> 2025-06: AI产品经理 -> 2025-09: 大模型测试工程师 -> 2025-12: 解决方案工程师,2026-08-08T05:14:20+00:00
DeepSpeed,大模型,new,2,2024-12,AI Infra工程师; 大模型算法工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,6,9,7,多模态算法工程师; 系统软件工程师; 云计算工程师; NLP算法工程师; DevOps工程师; 后端开发工程师; 解决方案工程师,AI Infra工程师; 大模型算法工程师; 多模态算法工程师; 系统软件工程师; 云计算工程师; NLP算法工程师; DevOps工程师; 后端开发工程师; 解决方案工程师,2024-12,AI Infra工程师; 大模型算法工程师,2,9,7,多模态算法工程师; 系统软件工程师; 云计算工程师; DevOps工程师; 后端开发工程师; 解决方案工程师; NLP算法工程师,2024-12: AI Infra工程师; 大模型算法工程师 -> 2025-01: 多模态算法工程师; 系统软件工程师 -> 2025-05: 云计算工程师 -> 2025-07: DevOps工程师 -> 2026-02: 后端开发工程师 -> 2026-05: 解决方案工程师 -> 2026-06: NLP算法工程师,7,2026-06,1048,2024-12: AI Infra工程师; 大模型算法工程师 -> 2025-01: 多模态算法工程师; 系统软件工程师 -> 2025-05: 云计算工程师 -> 2025-06: NLP算法工程师 -> 2025-07: DevOps工程师 -> 2025-11: 后端开发工程师 -> 2026-01: 解决方案工程师,2026-08-08T05:14:20+00:00
DevOps,系统与运维,traditional,2,2024-12,DevOps工程师; 网络工程师; 芯片验证工程师; 质量工程师; 软件架构师,5,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,4,10,5,云计算工程师; 技术支持工程师; Android开发工程师; Java开发工程师; 大模型测试工程师,DevOps工程师; 网络工程师; 芯片验证工程师; 质量工程师; 软件架构师; 云计算工程师; 技术支持工程师; Android开发工程师; Java开发工程师; 大模型测试工程师,2024-12,DevOps工程师; 网络工程师; 芯片验证工程师; 质量工程师,4,9,5,软件架构师; 技术支持工程师; 云计算工程师; Android开发工程师; Java开发工程师,2024-12: DevOps工程师; 网络工程师; 芯片验证工程师; 质量工程师 -> 2025-01: 软件架构师 -> 2025-02: 技术支持工程师 -> 2025-03: 云计算工程师 -> 2025-07: Android开发工程师 -> 2025-10: Java开发工程师,7,2025-05,172,2024-12: DevOps工程师; 网络工程师; 芯片验证工程师; 质量工程师; 软件架构师 -> 2025-01: 云计算工程师; 技术支持工程师 -> 2025-02: Android开发工程师; Java开发工程师 -> 2025-05: 大模型测试工程师,2026-08-08T05:14:20+00:00
Diffusion,大模型,new,2,2024-12,AIGC算法工程师; 多模态算法工程师; 计算机视觉算法工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,6,10,7,大模型算法工程师; 图形图像工程师; 音视频工程师; AI产品经理; 大模型应用工程师; 前端开发工程师; 解决方案工程师,AIGC算法工程师; 多模态算法工程师; 计算机视觉算法工程师; 大模型算法工程师; 图形图像工程师; 音视频工程师; AI产品经理; 大模型应用工程师; 前端开发工程师; 解决方案工程师,2024-12,AIGC算法工程师; 多模态算法工程师; 计算机视觉算法工程师,3,7,4,图形图像工程师; 音视频工程师; AI产品经理; 前端开发工程师,2024-12: AIGC算法工程师; 多模态算法工程师; 计算机视觉算法工程师 -> 2025-02: 图形图像工程师; 音视频工程师 -> 2025-06: AI产品经理 -> 2026-05: 前端开发工程师,7,2026-05,1351,2024-12: AIGC算法工程师; 多模态算法工程师; 计算机视觉算法工程师 -> 2025-01: 大模型算法工程师 -> 2025-02: 图形图像工程师; 音视频工程师 -> 2025-06: AI产品经理 -> 2025-08: 大模型应用工程师 -> 2026-01: 前端开发工程师 -> 2026-04: 解决方案工程师,2026-08-08T05:14:20+00:00
Diffusion模型,大模型,new,2,2024-12,AIGC算法工程师; 多模态算法工程师; 计算机视觉算法工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,6,10,7,图形图像工程师; 音视频工程师; 大模型算法工程师; 大模型应用工程师; AI产品经理; 前端开发工程师; 解决方案工程师,AIGC算法工程师; 多模态算法工程师; 计算机视觉算法工程师; 图形图像工程师; 音视频工程师; 大模型算法工程师; 大模型应用工程师; AI产品经理; 前端开发工程师; 解决方案工程师,2024-12,AIGC算法工程师; 多模态算法工程师; 计算机视觉算法工程师,3,6,3,图形图像工程师; 音视频工程师; AI产品经理,2024-12: AIGC算法工程师; 多模态算法工程师; 计算机视觉算法工程师 -> 2025-01: 图形图像工程师; 音视频工程师 -> 2025-07: AI产品经理,7,2026-01,1370,2024-12: AIGC算法工程师; 多模态算法工程师; 计算机视觉算法工程师 -> 2025-01: 图形图像工程师; 音视频工程师 -> 2025-02: 大模型算法工程师 -> 2025-05: 大模型应用工程师 -> 2025-07: AI产品经理 -> 2025-12: 前端开发工程师 -> 2026-01: 解决方案工程师,2026-08-08T05:14:20+00:00
