skill,kg_display_skill,skill_type,confirmation_min_job_mentions,first_seen_month,first_seen_standard_jobs,first_seen_job_count,is_left_censored,migration_confidence,migration_interpretation,latest_seen_month,latest_covered_job_count,cumulative_covered_job_count,spread_job_count,spread_standard_jobs,all_standard_jobs,confirmed_first_seen_month,confirmed_first_seen_standard_jobs,confirmed_first_seen_job_count,confirmed_cumulative_covered_job_count,confirmed_spread_job_count,confirmed_spread_standard_jobs,confirmed_migration_path,peak_monthly_covered_job_count,peak_monthly_covered_job_month,total_skill_mentions,migration_path,updated_at
模型工程,大模型,new,2,2024-12,AI Infra工程师; 大模型应用工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,7,5,多模态算法工程师; DevOps工程师; 软件架构师; 解决方案工程师; 测试开发工程师,AI Infra工程师; 大模型应用工程师; 多模态算法工程师; DevOps工程师; 软件架构师; 解决方案工程师; 测试开发工程师,2025-01,大模型应用工程师,1,2,1,DevOps工程师,2025-01: 大模型应用工程师 -> 2025-06: DevOps工程师,3,2026-04,38,2024-12: AI Infra工程师; 大模型应用工程师 -> 2025-02: 多模态算法工程师 -> 2025-05: DevOps工程师 -> 2025-07: 软件架构师 -> 2026-03: 解决方案工程师 -> 2026-04: 测试开发工程师,2026-08-08T05:27:55+00:00
模型并行,大模型,new,2,2024-12,AI Infra工程师; 系统软件工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,4,2,DevOps工程师; 后端开发工程师,AI Infra工程师; 系统软件工程师; DevOps工程师; 后端开发工程师,2024-12,系统软件工程师,1,2,1,DevOps工程师,2024-12: 系统软件工程师 -> 2025-10: DevOps工程师,2,2026-07,31,2024-12: AI Infra工程师; 系统软件工程师 -> 2025-09: DevOps工程师 -> 2025-11: 后端开发工程师,2026-08-08T05:27:55+00:00
模型微调,大模型,new,2,2024-12,大模型应用工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,5,4,AI Agent算法工程师; 后端开发工程师; 解决方案工程师; 测试开发工程师,大模型应用工程师; AI Agent算法工程师; 后端开发工程师; 解决方案工程师; 测试开发工程师,2025-01,大模型应用工程师,1,3,2,解决方案工程师; AI Agent算法工程师,2025-01: 大模型应用工程师 -> 2025-10: 解决方案工程师 -> 2026-03: AI Agent算法工程师,3,2026-03,39,2024-12: 大模型应用工程师 -> 2025-01: AI Agent算法工程师 -> 2025-07: 后端开发工程师 -> 2025-09: 解决方案工程师 -> 2025-11: 测试开发工程师,2026-08-08T05:27:55+00:00
模型推理,大模型,new,2,2024-12,系统软件工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,3,6,5,后端开发工程师; 云计算工程师; DevOps工程师; AI Agent算法工程师; 软件架构师,系统软件工程师; 后端开发工程师; 云计算工程师; DevOps工程师; AI Agent算法工程师; 软件架构师,2024-12,系统软件工程师,1,3,2,云计算工程师; DevOps工程师,2024-12: 系统软件工程师 -> 2025-03: 云计算工程师 -> 2025-07: DevOps工程师,3,2026-07,46,2024-12: 系统软件工程师 -> 2025-01: 后端开发工程师 -> 2025-02: 云计算工程师 -> 2025-06: DevOps工程师 -> 2025-07: AI Agent算法工程师 -> 2025-08: 软件架构师,2026-08-08T05:27:55+00:00
模型服务化,大模型,new,2,2024-12,后端开发工程师; 大模型应用工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,5,8,6,DevOps工程师; 云计算工程师; 软件架构师; 解决方案工程师; 测试开发工程师; AI产品经理,后端开发工程师; 大模型应用工程师; DevOps工程师; 云计算工程师; 软件架构师; 解决方案工程师; 测试开发工程师; AI产品经理,2025-01,后端开发工程师,1,6,5,DevOps工程师; 软件架构师; 云计算工程师; 解决方案工程师; 测试开发工程师,2025-01: 后端开发工程师 -> 2025-02: DevOps工程师; 软件架构师 -> 2025-03: 云计算工程师 -> 2025-07: 解决方案工程师 -> 2025-09: 测试开发工程师,6,2026-04,85,2024-12: 后端开发工程师; 大模型应用工程师 -> 2025-02: DevOps工程师; 云计算工程师; 软件架构师 -> 2025-06: 解决方案工程师 -> 2025-07: 测试开发工程师 -> 2026-04: AI产品经理,2026-08-08T05:27:55+00:00
模型训练,大模型,new,2,2024-12,AI Infra工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,5,13,12,多模态算法工程师; NLP算法工程师; 系统软件工程师; AI Agent算法工程师; 数据挖掘算法工程师; 机器人算法工程师; 数据分析师; 网络安全工程师; 云计算工程师; 数据仓库工程师; DevOps工程师; 自动驾驶算法工程师,AI Infra工程师; 多模态算法工程师; NLP算法工程师; 系统软件工程师; AI Agent算法工程师; 数据挖掘算法工程师; 机器人算法工程师; 数据分析师; 网络安全工程师; 云计算工程师; 数据仓库工程师; DevOps工程师; 自动驾驶算法工程师,2024-12,AI Infra工程师,1,8,7,多模态算法工程师; NLP算法工程师; AI Agent算法工程师; 数据分析师; 系统软件工程师; 机器人算法工程师; 数据挖掘算法工程师,2024-12: AI Infra工程师 -> 2025-02: 多模态算法工程师 -> 2025-03: NLP算法工程师 -> 2025-06: AI Agent算法工程师 -> 2025-09: 数据分析师 -> 2025-11: 系统软件工程师 -> 2025-12: 机器人算法工程师 -> 2026-04: 数据挖掘算法工程师,8,2026-01,132,2024-12: AI Infra工程师 -> 2025-01: 多模态算法工程师 -> 2025-02: NLP算法工程师 -> 2025-05: 系统软件工程师 -> 2025-06: AI Agent算法工程师; 数据挖掘算法工程师 -> 2025-08: 机器人算法工程师 -> 2025-09: 数据分析师 -> 2025-11: 网络安全工程师 -> 2026-01: 云计算工程师; 数据仓库工程师 -> 2026-03: DevOps工程师 -> 2026-07: 自动驾驶算法工程师,2026-08-08T05:27:55+00:00
模型评测,大模型,new,2,2024-12,大模型测试工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,8,7,AI Agent算法工程师; AI安全工程师; 大模型应用工程师; 测试开发工程师; 质量工程师; AI产品经理; 解决方案工程师,大模型测试工程师; AI Agent算法工程师; AI安全工程师; 大模型应用工程师; 测试开发工程师; 质量工程师; AI产品经理; 解决方案工程师,2024-12,大模型测试工程师,1,7,6,AI安全工程师; AI Agent算法工程师; 大模型应用工程师; 测试开发工程师; 质量工程师; 解决方案工程师,2024-12: 大模型测试工程师 -> 2025-01: AI安全工程师 -> 2025-02: AI Agent算法工程师; 大模型应用工程师 -> 2025-08: 测试开发工程师 -> 2025-10: 质量工程师 -> 2026-01: 解决方案工程师,4,2025-12,72,2024-12: 大模型测试工程师 -> 2025-01: AI Agent算法工程师; AI安全工程师; 大模型应用工程师 -> 2025-05: 测试开发工程师 -> 2025-06: 质量工程师 -> 2025-07: AI产品经理 -> 2025-12: 解决方案工程师,2026-08-08T05:27:55+00:00
模型调优,大模型,new,2,2024-12,大模型应用工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,3,7,6,AI Agent算法工程师; AI安全工程师; 大模型测试工程师; 解决方案工程师; AI产品经理; 后端开发工程师,大模型应用工程师; AI Agent算法工程师; AI安全工程师; 大模型测试工程师; 解决方案工程师; AI产品经理; 后端开发工程师,2025-01,大模型应用工程师,1,5,4,AI安全工程师; AI Agent算法工程师; 大模型测试工程师; 解决方案工程师,2025-01: 大模型应用工程师 -> 2025-05: AI安全工程师 -> 2025-08: AI Agent算法工程师; 大模型测试工程师 -> 2025-10: 解决方案工程师,5,2026-02,66,2024-12: 大模型应用工程师 -> 2025-01: AI Agent算法工程师 -> 2025-05: AI安全工程师 -> 2025-07: 大模型测试工程师 -> 2025-09: 解决方案工程师 -> 2025-11: AI产品经理 -> 2026-02: 后端开发工程师,2026-08-08T05:27:55+00:00
模型部署,大模型,new,2,2024-12,后端开发工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,3,6,5,DevOps工程师; 云计算工程师; 解决方案工程师; 软件架构师; 测试开发工程师,后端开发工程师; DevOps工程师; 云计算工程师; 解决方案工程师; 软件架构师; 测试开发工程师,2025-02,DevOps工程师; 云计算工程师,2,3,1,解决方案工程师,2025-02: DevOps工程师; 云计算工程师 -> 2025-07: 解决方案工程师,3,2026-07,43,2024-12: 后端开发工程师 -> 2025-02: DevOps工程师; 云计算工程师 -> 2025-06: 解决方案工程师 -> 2025-08: 软件架构师 -> 2026-01: 测试开发工程师,2026-08-08T05:27:55+00:00
模型预训练,大模型,,2,2025-01,算法研究员,1,0,high,技能在观测期内首次出现，但目前尚未扩散到其他标准岗位,2025-01,1,1,0,,算法研究员,,,0,0,0,,,1,2025-01,1,2025-01: 算法研究员,2026-08-08T05:27:55+00:00
模式识别,AI,new,2,2026-02,嵌入式软件工程师,1,0,high,技能在观测期内首次出现，但目前尚未扩散到其他标准岗位,2026-02,1,1,0,,嵌入式软件工程师,,,0,0,0,,,1,2026-02,1,2026-02: 嵌入式软件工程师,2026-08-08T05:27:55+00:00
模拟电路设计,硬件与芯片,traditional,2,2024-12,电源工程师; 硬件工程师; 芯片验证工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,1,5,2,质量工程师; 图形图像工程师,电源工程师; 硬件工程师; 芯片验证工程师; 质量工程师; 图形图像工程师,2024-12,电源工程师,1,5,4,质量工程师; 硬件工程师; 芯片验证工程师; 图形图像工程师,2024-12: 电源工程师 -> 2025-02: 质量工程师 -> 2025-04: 硬件工程师 -> 2026-02: 芯片验证工程师 -> 2026-04: 图形图像工程师,3,2024-12,33,2024-12: 电源工程师; 硬件工程师; 芯片验证工程师 -> 2025-02: 质量工程师 -> 2025-03: 图形图像工程师,2026-08-08T05:27:55+00:00
汇编语言,编程语言,traditional,2,2024-12,DevOps工程师; 安全工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-05,2,5,3,服务器工程师; iOS开发工程师; Python开发工程师,DevOps工程师; 安全工程师; 服务器工程师; iOS开发工程师; Python开发工程师,2025-01,DevOps工程师,1,4,3,安全工程师; 服务器工程师; iOS开发工程师,2025-01: DevOps工程师 -> 2025-07: 安全工程师 -> 2025-10: 服务器工程师 -> 2026-01: iOS开发工程师,2,2026-05,14,2024-12: DevOps工程师; 安全工程师 -> 2025-01: 服务器工程师 -> 2025-10: iOS开发工程师 -> 2026-03: Python开发工程师,2026-08-08T05:27:55+00:00
汽车电子,行业应用,traditional,2,2024-12,机器人软件工程师; 电源工程师; 硬件工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,3,4,1,自动驾驶算法工程师,机器人软件工程师; 电源工程师; 硬件工程师; 自动驾驶算法工程师,2025-01,机器人软件工程师; 电源工程师,2,4,2,硬件工程师; 自动驾驶算法工程师,2025-01: 机器人软件工程师; 电源工程师 -> 2025-07: 硬件工程师 -> 2025-11: 自动驾驶算法工程师,3,2026-07,44,2024-12: 机器人软件工程师; 电源工程师; 硬件工程师 -> 2025-01: 自动驾驶算法工程师,2026-08-08T05:27:55+00:00
流式计算,数据工程,traditional,2,2025-10,信息安全工程师,1,0,medium,传统技能在观测期内首次出现，可分析样本内扩散，但不代表行业真实首次出现,2025-10,1,1,0,,信息安全工程师,,,0,0,0,,,1,2025-10,1,2025-10: 信息安全工程师,2026-08-08T05:27:55+00:00
流程自动化,软件工程,traditional,2,2025-06,嵌入式软件工程师,1,0,medium,传统技能在观测期内首次出现，可分析样本内扩散，但不代表行业真实首次出现,2026-07,1,3,2,图形图像工程师; 网络安全工程师,嵌入式软件工程师; 图形图像工程师; 网络安全工程师,2025-11,图形图像工程师,1,1,0,,2025-11: 图形图像工程师,1,2026-07,4,2025-06: 嵌入式软件工程师 -> 2025-09: 图形图像工程师 -> 2026-07: 网络安全工程师,2026-08-08T05:27:55+00:00
消息队列,数据工程,traditional,2,2024-12,Java开发工程师; 后端开发工程师; 软件开发工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,3,7,4,网络工程师; AI应用工程师; Go开发工程师; 服务器工程师,Java开发工程师; 后端开发工程师; 软件开发工程师; 网络工程师; AI应用工程师; Go开发工程师; 服务器工程师,2025-01,Java开发工程师; 后端开发工程师; 软件开发工程师,3,3,0,,2025-01: Java开发工程师; 后端开发工程师; 软件开发工程师,5,2025-05,73,2024-12: Java开发工程师; 后端开发工程师; 软件开发工程师 -> 2025-01: 网络工程师 -> 2025-05: AI应用工程师; Go开发工程师 -> 2026-06: 服务器工程师,2026-08-08T05:27:55+00:00
深度学习,AI,traditional,2,2024-12,AI Agent算法工程师; AIGC算法工程师; AI产品经理; 大模型算法工程师; 广告算法工程师; 推荐算法工程师; 搜索算法工程师; 数据开发工程师; 数据挖掘算法工程师; 机器学习算法工程师; 算法工程师; 算法研究员; 自动驾驶算法工程师; 计算机视觉算法工程师; 语音算法工程师; 通信工程师; 风控算法工程师,17,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,13,25,8,芯片测试工程师; 解决方案工程师; 音视频工程师; 技术支持工程师; 电源工程师; 控制算法工程师; 信息安全工程师; 数据工程师,AI Agent算法工程师; AIGC算法工程师; AI产品经理; 大模型算法工程师; 广告算法工程师; 推荐算法工程师; 搜索算法工程师; 数据开发工程师; 数据挖掘算法工程师; 机器学习算法工程师; 算法工程师; 算法研究员; 自动驾驶算法工程师; 计算机视觉算法工程师; 语音算法工程师; 通信工程师; 风控算法工程师; 芯片测试工程师; 解决方案工程师; 音视频工程师; 技术支持工程师; 电源工程师; 控制算法工程师; 信息安全工程师; 数据工程师,2024-12,AI产品经理; 搜索算法工程师; 通信工程师,3,21,18,AI Agent算法工程师; AIGC算法工程师; 大模型算法工程师; 广告算法工程师; 推荐算法工程师; 机器学习算法工程师; 算法工程师; 算法研究员; 自动驾驶算法工程师; 计算机视觉算法工程师; 语音算法工程师; 风控算法工程师; 数据挖掘算法工程师; 电源工程师; 芯片测试工程师; 控制算法工程师; 信息安全工程师; 技术支持工程师,2024-12: AI产品经理; 搜索算法工程师; 通信工程师 -> 2025-01: AI Agent算法工程师; AIGC算法工程师; 大模型算法工程师; 广告算法工程师; 推荐算法工程师; 机器学习算法工程师; 算法工程师; 算法研究员; 自动驾驶算法工程师; 计算机视觉算法工程师; 语音算法工程师; 风控算法工程师 -> 2025-02: 数据挖掘算法工程师 -> 2025-03: 电源工程师; 芯片测试工程师 -> 2025-09: 控制算法工程师 -> 2026-05: 信息安全工程师; 技术支持工程师,18,2025-01,334,2024-12: AI Agent算法工程师; AIGC算法工程师; AI产品经理; 大模型算法工程师; 广告算法工程师; 推荐算法工程师; 搜索算法工程师; 数据开发工程师; 数据挖掘算法工程师; 机器学习算法工程师; 算法工程师; 算法研究员; 自动驾驶算法工程师; 计算机视觉算法工程师; 语音算法工程师; 通信工程师; 风控算法工程师 -> 2025-01: 芯片测试工程师; 解决方案工程师; 音视频工程师 -> 2025-02: 技术支持工程师; 电源工程师 -> 2025-07: 控制算法工程师 -> 2026-03: 信息安全工程师 -> 2026-04: 数据工程师,2026-08-08T05:27:55+00:00
深度学习框架,AI,traditional,2,2025-01,音视频工程师,1,0,medium,传统技能在观测期内首次出现，可分析样本内扩散，但不代表行业真实首次出现,2025-05,1,3,2,推荐算法工程师; 图形图像工程师,音视频工程师; 推荐算法工程师; 图形图像工程师,2025-03,推荐算法工程师,1,1,0,,2025-03: 推荐算法工程师,1,2025-05,4,2025-01: 音视频工程师 -> 2025-02: 推荐算法工程师 -> 2025-05: 图形图像工程师,2026-08-08T05:27:55+00:00
混沌工程,软件工程,traditional,2,2026-05,AI Infra工程师,1,0,medium,传统技能在观测期内首次出现，可分析样本内扩散，但不代表行业真实首次出现,2026-05,1,1,0,,AI Infra工程师,,,0,0,0,,,1,2026-05,1,2026-05: AI Infra工程师,2026-08-08T05:27:55+00:00
游戏与图形开发,游戏与图形,traditional,2,2024-12,图形图像工程师; 嵌入式软件工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,1,5,3,算法研究员; iOS开发工程师; 数据工程师,图形图像工程师; 嵌入式软件工程师; 算法研究员; iOS开发工程师; 数据工程师,2025-01,图形图像工程师,1,4,3,嵌入式软件工程师; 算法研究员; 数据工程师,2025-01: 图形图像工程师 -> 2025-02: 嵌入式软件工程师 -> 2025-07: 算法研究员 -> 2026-02: 数据工程师,3,2026-02,32,2024-12: 图形图像工程师; 嵌入式软件工程师 -> 2025-01: 算法研究员 -> 2026-01: iOS开发工程师 -> 2026-02: 数据工程师,2026-08-08T05:27:55+00:00
版图设计,硬件与芯片,traditional,2,2025-02,图形图像工程师,1,0,medium,传统技能在观测期内首次出现，可分析样本内扩散，但不代表行业真实首次出现,2026-04,1,1,0,,图形图像工程师,2025-03,图形图像工程师,1,1,0,,2025-03: 图形图像工程师,1,2026-04,5,2025-02: 图形图像工程师,2026-08-08T05:27:55+00:00
物联网,工业与物联网,new,2,2025-01,嵌入式软件工程师; 软件架构师,2,0,high,技能在观测期内首次出现，后续扩散路径可用于分析样本内技能迁移,2026-05,2,3,1,硬件工程师,嵌入式软件工程师; 软件架构师; 硬件工程师,2025-03,嵌入式软件工程师,1,2,1,硬件工程师,2025-03: 嵌入式软件工程师 -> 2025-08: 硬件工程师,2,2026-05,9,2025-01: 嵌入式软件工程师; 软件架构师 -> 2025-05: 硬件工程师,2026-08-08T05:27:55+00:00
特征工程,数据工程,traditional,2,2024-12,信息安全工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-05,1,2,1,数据分析师,信息安全工程师; 数据分析师,2026-02,数据分析师,1,1,0,,2026-02: 数据分析师,1,2026-05,4,2024-12: 信息安全工程师 -> 2026-01: 数据分析师,2026-08-08T05:27:55+00:00
知识图谱,知识图谱,new,2,2024-12,搜索算法工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,4,9,8,AI Agent算法工程师; NLP算法工程师; AI Agent应用工程师; 后端开发工程师; 数据开发工程师; 解决方案工程师; AI产品经理; 大模型应用工程师,搜索算法工程师; AI Agent算法工程师; NLP算法工程师; AI Agent应用工程师; 后端开发工程师; 数据开发工程师; 解决方案工程师; AI产品经理; 大模型应用工程师,2025-01,搜索算法工程师,1,5,4,NLP算法工程师; 解决方案工程师; 数据开发工程师; 大模型应用工程师,2025-01: 搜索算法工程师 -> 2025-02: NLP算法工程师 -> 2025-06: 解决方案工程师 -> 2025-07: 数据开发工程师 -> 2026-07: 大模型应用工程师,4,2026-07,74,2024-12: 搜索算法工程师 -> 2025-01: AI Agent算法工程师; NLP算法工程师 -> 2025-02: AI Agent应用工程师 -> 2025-05: 后端开发工程师 -> 2025-06: 数据开发工程师; 解决方案工程师 -> 2025-12: AI产品经理 -> 2026-07: 大模型应用工程师,2026-08-08T05:27:55+00:00
研发效能,软件工程,traditional,2,2025-01,质量工程师,1,0,medium,传统技能在观测期内首次出现，可分析样本内扩散，但不代表行业真实首次出现,2026-06,1,3,2,DevOps工程师; 语音算法工程师,质量工程师; DevOps工程师; 语音算法工程师,2025-02,质量工程师,1,2,1,语音算法工程师,2025-02: 质量工程师 -> 2026-06: 语音算法工程师,2,2025-02,7,2025-01: 质量工程师 -> 2025-02: DevOps工程师 -> 2026-04: 语音算法工程师,2026-08-08T05:27:55+00:00
硬件开发,硬件与芯片,traditional,2,2024-12,C++开发工程师; 热设计工程师; 电源工程师; 硬件工程师; 系统软件工程师; 结构工程师; 芯片设计工程师; 芯片验证工程师; 解决方案工程师,9,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,8,17,8,AI Agent应用工程师; 质量工程师; 安全工程师; 服务器工程师; 数据分析师; 嵌入式软件工程师; 音视频工程师; 驱动开发工程师,C++开发工程师; 热设计工程师; 电源工程师; 硬件工程师; 系统软件工程师; 结构工程师; 芯片设计工程师; 芯片验证工程师; 解决方案工程师; AI Agent应用工程师; 质量工程师; 安全工程师; 服务器工程师; 数据分析师; 嵌入式软件工程师; 音视频工程师; 驱动开发工程师,2025-01,C++开发工程师; 热设计工程师; 电源工程师; 系统软件工程师; 结构工程师; 芯片设计工程师; 芯片验证工程师,7,13,6,硬件工程师; 解决方案工程师; 安全工程师; 服务器工程师; 质量工程师; 驱动开发工程师,2025-01: C++开发工程师; 热设计工程师; 电源工程师; 系统软件工程师; 结构工程师; 芯片设计工程师; 芯片验证工程师 -> 2025-02: 硬件工程师; 解决方案工程师 -> 2025-08: 安全工程师 -> 2026-01: 服务器工程师 -> 2026-06: 质量工程师 -> 2026-07: 驱动开发工程师,10,2026-01,199,2024-12: C++开发工程师; 热设计工程师; 电源工程师; 硬件工程师; 系统软件工程师; 结构工程师; 芯片设计工程师; 芯片验证工程师; 解决方案工程师 -> 2025-01: AI Agent应用工程师; 质量工程师 -> 2025-04: 安全工程师 -> 2025-08: 服务器工程师 -> 2025-10: 数据分析师 -> 2026-01: 嵌入式软件工程师; 音视频工程师 -> 2026-02: 驱动开发工程师,2026-08-08T05:27:55+00:00
科学计算,科学计算与仿真,traditional,2,2025-01,算法研究员,1,0,medium,传统技能在观测期内首次出现，可分析样本内扩散，但不代表行业真实首次出现,2026-01,1,2,1,驱动开发工程师,算法研究员; 驱动开发工程师,,,0,0,0,,,1,2026-01,2,2025-01: 算法研究员 -> 2026-01: 驱动开发工程师,2026-08-08T05:27:55+00:00
算法工程,算法与数学,traditional,2,2024-12,AI产品经理; 数据分析师; 数据挖掘算法工程师; 热设计工程师; 算法工程师; 计算机视觉算法工程师; 风控算法工程师,7,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,5,11,4,嵌入式软件工程师; 推荐算法工程师; C++开发工程师; 技术支持工程师,AI产品经理; 数据分析师; 数据挖掘算法工程师; 热设计工程师; 算法工程师; 计算机视觉算法工程师; 风控算法工程师; 嵌入式软件工程师; 推荐算法工程师; C++开发工程师; 技术支持工程师,2025-01,数据分析师; 热设计工程师; 算法工程师; 计算机视觉算法工程师; 风控算法工程师,5,9,4,AI产品经理; 数据挖掘算法工程师; 推荐算法工程师; 嵌入式软件工程师,2025-01: 数据分析师; 热设计工程师; 算法工程师; 计算机视觉算法工程师; 风控算法工程师 -> 2025-02: AI产品经理; 数据挖掘算法工程师 -> 2025-11: 推荐算法工程师 -> 2026-04: 嵌入式软件工程师,8,2025-02,131,2024-12: AI产品经理; 数据分析师; 数据挖掘算法工程师; 热设计工程师; 算法工程师; 计算机视觉算法工程师; 风控算法工程师 -> 2025-02: 嵌入式软件工程师 -> 2025-04: 推荐算法工程师 -> 2025-05: C++开发工程师 -> 2025-11: 技术支持工程师,2026-08-08T05:27:55+00:00
系统开发,系统与运维,traditional,2,2024-12,AI产品经理; iOS开发工程师; 安全工程师; 嵌入式软件工程师; 芯片验证工程师; 质量工程师; 软件架构师; 驱动开发工程师,8,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,4,15,7,AI Agent算法工程师; 解决方案工程师; 技术支持工程师; 软件开发工程师; 服务器工程师; C++开发工程师; 硬件工程师,AI产品经理; iOS开发工程师; 安全工程师; 嵌入式软件工程师; 芯片验证工程师; 质量工程师; 软件架构师; 驱动开发工程师; AI Agent算法工程师; 解决方案工程师; 技术支持工程师; 软件开发工程师; 服务器工程师; C++开发工程师; 硬件工程师,2024-12,嵌入式软件工程师; 芯片验证工程师,2,9,7,解决方案工程师; 质量工程师; 驱动开发工程师; 软件架构师; iOS开发工程师; 服务器工程师; 安全工程师,2024-12: 嵌入式软件工程师; 芯片验证工程师 -> 2025-01: 解决方案工程师; 质量工程师; 驱动开发工程师 -> 2025-02: 软件架构师 -> 2025-08: iOS开发工程师 -> 2025-10: 服务器工程师 -> 2026-03: 安全工程师,8,2024-12,114,2024-12: AI产品经理; iOS开发工程师; 安全工程师; 嵌入式软件工程师; 芯片验证工程师; 质量工程师; 软件架构师; 驱动开发工程师 -> 2025-01: AI Agent算法工程师; 解决方案工程师 -> 2025-06: 技术支持工程师 -> 2025-08: 软件开发工程师 -> 2025-09: 服务器工程师 -> 2025-10: C++开发工程师 -> 2026-04: 硬件工程师,2026-08-08T05:27:55+00:00
编程语言,编程语言,traditional,2,2024-12,AI Agent应用工程师; Java开发工程师; 客户端开发工程师; 机器人软件工程师; 硬件工程师; 软件架构师,6,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,4,12,6,iOS开发工程师; C++开发工程师; 自动驾驶算法工程师; 服务器工程师; 芯片验证工程师; 质量工程师,AI Agent应用工程师; Java开发工程师; 客户端开发工程师; 机器人软件工程师; 硬件工程师; 软件架构师; iOS开发工程师; C++开发工程师; 自动驾驶算法工程师; 服务器工程师; 芯片验证工程师; 质量工程师,2024-12,硬件工程师; 软件架构师,2,9,7,Java开发工程师; 客户端开发工程师; 机器人软件工程师; C++开发工程师; iOS开发工程师; 自动驾驶算法工程师; 服务器工程师,2024-12: 硬件工程师; 软件架构师 -> 2025-01: Java开发工程师; 客户端开发工程师; 机器人软件工程师 -> 2025-09: C++开发工程师 -> 2025-10: iOS开发工程师 -> 2025-12: 自动驾驶算法工程师 -> 2026-07: 服务器工程师,6,2026-03,98,2024-12: AI Agent应用工程师; Java开发工程师; 客户端开发工程师; 机器人软件工程师; 硬件工程师; 软件架构师 -> 2025-04: iOS开发工程师 -> 2025-05: C++开发工程师; 自动驾驶算法工程师 -> 2026-03: 服务器工程师; 芯片验证工程师 -> 2026-06: 质量工程师,2026-08-08T05:27:55+00:00
编解码技术,音视频技术,traditional,2,2024-12,音视频工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2025-01,1,1,0,,音视频工程师,2025-01,音视频工程师,1,1,0,,2025-01: 音视频工程师,1,2025-01,2,2024-12: 音视频工程师,2026-08-08T05:27:55+00:00
网络协议,系统与运维,traditional,2,2024-12,软件架构师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2025-02,1,2,1,AI安全工程师,软件架构师; AI安全工程师,,,0,0,0,,,1,2025-02,2,2024-12: 软件架构师 -> 2025-02: AI安全工程师,2026-08-08T05:27:55+00:00
