source_job_title,jd_text,gold_standard_job,gold_skills
客户端开发实习生-TikTok泛架构,"岗位职责：
ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：TikTok是一个覆盖150个国家和地区的国际短视频平台，我们希望通过TikTok发现真实、有趣的瞬间，让生活更美好。TikTok 在全球各地设有办公室，全球总部位于洛杉矶和新加坡，办公地点还包括纽约、伦敦、都柏林、巴黎、柏林、迪拜、雅加达、首尔和东京等多个城市。

TikTok泛架构团队处于业务和基础架构之间，我们的目标是拥抱AI，构建最先进的业务架构基建，建立公众信任和合规，关注资源管理和成本优化，用户体验和稳定性，提高工程质量和研发效率。在这里你既能感受到技术对上层业务的赋能，又可以提高在架构层面技术深度的理解，期待你的加入！

1、负责TikTok端架构团队日常iOS/Android研发工作；
2、根据业务功能需求和设计方案进行开发，完成代码的编写和调试工作；
3、参与产品需求分析，设计系统技术方案，关键代码开发和系统调优；
4、参与各专项技术调研，改进系统性能与稳定性。

任职要求：
1、2027届本科及以上学历在读，计算机、软件工程等相关专业优先；
2、扎实的计算机、网络和软件开发相关基础，熟悉或掌握至少一门软件开发语言（例如 Kotlin、Java、Objective-C、Swift、C、C++、JavaScript)；
3、学习能力强，对客户端开发技术有好奇心，对新兴技术趋势感兴趣；
4、具有较强的学习能力和动手能力，良好的沟通能力和优秀的团队协作能力；
5、加分项：良好的编程习惯，编码思路清晰；有移动端开发经验；热爱移动端开发，在工程技术上追求卓越。",客户端开发工程师,Kotlin; Java; Swift; C; C++; JavaScript; 计算机网络; 移动端开发; 客户端开发
软件开发工程师,"岗位职责：
1、负责服务研发组的后端开发工作，承担JAVA开发任务，通过高效编程解决业务需求，推动供应链技术的持续优化；
2、根据业务发展，参与设计并实现技术方案，保证系统的稳定性、可扩展性和高性能，提升用户体验；
3、深入理解业务逻辑，与团队共同探索技术创新点，通过优化现有系统架构，提高系统质量和开发效率；
4、与跨部门团队紧密合作，确保项目按时按质完成，达成业务目标；
5、对业务流程进行持续跟踪，及时发现问题并提出解决方案，助力业务快速发展；
6、积极参与技术分享和团队交流，提升个人及团队的技术能力和业务理解。

任职要求：
1、本科及以上学历，计算机科学、软件工程、人工智能等相关专业；
2、具备5-10年大数据、后端开发工作经验，熟悉Java开发，有即时零售技术背景者优先；
3、技术能力方面，要求具备扎实的编程基础，熟悉分布式系统设计，了解机器学习原理，有实际项目应用经验； 具备良好的业务敏感度，能够独立分析业务需求，提供技术解决方案；
4、具有强烈的责任心，优秀的团队合作精神，良好的沟通能力及抗压能力；
5、关注行业动态，积极学习新技术，不断提升个人专业能力。
符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。",软件开发工程师,Java; 大数据; 后端开发; 分布式系统; 机器学习;
Android开发实习生-今日头条,"岗位职责：
日常实习：面向全体在校生，为符合岗位要求的同学提供为期3个月及以上的项目实践机会。
团队介绍：产品覆盖今日头条、头条极速版等各类产品，为上亿用户持续提供优质的资讯、视频等服务。我们通过建立良好的内容生态，鼓励优质的原创内容，为创作者提供优质的服务和创作体验，促进创作和交流，同时我们致力于通过尽可能丰富的内容体裁和尽可能多的分发方式，连接人与信息，丰富大家的精神生活，让人们看到更大的世界。

1、负责今日头条产品的Android客户端研发；
2、根据今日头条功能需求和设计方案进行开发，完成代码的编写和调试工作；
3、参与产品需求分析，设计系统技术方案，核心代码开发和系统调优；
4、参与各专项技术调研，改进系统性能与稳定性。

任职要求：
1、本科及以上学历在读，计算机、软件工程等相关专业优先；
2、热爱移动产品研发，愿意在移动开发领域深入钻研，并成为专家； 
3、具有扎实的计算机相关基础，有Android/iOS开发经验优先； 
4、对软件产品有强烈的责任心，具备良好的沟通能力和优秀的团队协作能力；
5、每周保证至少4天的实习时间，可实习4个月以上。",Android开发工程师,Android; iOS; 移动开发
千问事业部-技术解决方案专家-杭州,"岗位职责：
1. 主导重点行业PoC（概念验证）方案的端到端建设，覆盖需求调研、方案设计、技术验证、效果评估及交付复盘全过程；
2. 与客户深度共建，结合公司产品能力与前沿技术（如人工智能、大模型等），打造可落地、可复制的行业标杆解决方案；
3. 高效协同内部产品、算法、研发及交付团队，确保方案技术可行性、先进性与实施效率；
4. 沉淀行业方法论与最佳实践，推动成功方案在垂直行业内的规模化复制与推广；
5. 持续跟踪行业技术趋势与客户需求变化，为产品演进和解决方案创新提供一线输入。

任职要求：
1. 本科及以上学历，5年以上技术解决方案相关经验者优先；
2. 对所聚焦的行业有较深入的理解，熟悉行业典型业务流程、关键挑战及未来趋势；
3. 具备出色的沟通表达与需求理解能力，能够高效对接客户高层及技术团队，准确提炼需求并转化为清晰的技术方案；
4. 有较强的项目推动能力和跨团队协作意识，能主导PoC项目和客户项目从0到1的闭环落地；
5. 对智能硬件和AI技术有一定的了解，能够评估其在具体行业场景中的适用性与落地路径，具备将技术能力转化为业务价值的能力。",解决方案工程师,智能硬件; AI技术; PoC
解决方案实习生-国际商业化客户解决方案,"岗位职责：
ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：商业化客户解决方案团队集研发与商业运营于一体，深入洞察客户的业务链路与广告投放需求，致力于为全球广告主提供综合且定制化的广告经营解决方案。
我们是一支全球化的团队，成员分布于美国、新加坡、中国、伦敦等多个国家和地区。在这里，你不仅有机会通过架构设计与方案构建，识别并解决各种挑战，更重要的是，你将与全球各地的跨职能团队紧密协作，共同推动客户实现其业务目标。

1、负责为广告主接入字节跳动广告系统提供及时有效的技术解决方案；
2、负责搭建全球领先的解决方案体系，为客户提供更优质的产品和服务能力；
3、跨团队协作，共同完成新产品的研发工作。

任职要求：
1、2027届本科及以上学历在读，计算机相关专业优先；
2、至少熟悉一种主流编程语言（Python/Go/Java/JavaScript等）；
3、热爱并关注客户与产品，善于发掘需求，并能形成有效的技术解决方案；
4、良好的沟通表达能力，善于归纳与总结问题。",解决方案工程师,Python; Go; Java; JavaScript
广告算法架构工程师-Ads Infra,"岗位职责：
1、负责抖音集团广告算法服务（召回/粗排/精排/混排/创意与样式优选）的架构设计与实现，支撑亿级广告候选排序，优化模型分发速度，提升在线推理性能；
2、负责建设抖音集团广告算法服务的深度学习能力（深度模型实时训练/深度模型在线推理/深度模型召回），探索业界前沿算法的工程落地并助力业务可持续增长；
3、设计并实现高性能、高可用的排序策略框架，承载高吞吐、低延迟的广告系统架构需求；
4、设计并实现广告投放系统的延迟、降级、限流、算力分配的自动化、一体化平台与架构，提升广告系统的变现效率与稳定性。

任职要求：
1、本科及以上学历，计算机、软件工程等相关专业，具备扎实的计算机基础；
2、熟悉Linux操作系统和开发环境，熟练掌握C++/Golang/Java等一种或多种编程语言并深入了解语言特性，具备良好的数据结构、算法基础和系统设计能力；
3、善于沟通，工作积极主动，责任心强，具备良好的团队协作能力；
4、具备互联网广告系统、搜索引擎、个性化推荐系统开发经验者优先，熟悉至少一种主流深度学习框架或大数据框架者优先。",广告算法工程师,Linux; C++; Golang; Java; 深度学习
广告算法工程师-Ads Core技术,"岗位职责：
团队介绍：我们是支持抖音集团广告业务算法技术中台团队Ads Core，致力于研发全球领先的在线广告优化算法，营造健康、互惠的广告生态，持续提升用户和客户体验，引领并推动行业算法的变革与创新。我们承担了抖音集团产品广告变现业务的基础算法策略和机制的改进与研究，涵盖抖音、今日头条、番茄小说等场景的商业化技术的支撑。

1、参与/负责业务广告排序算法优化，提升系统变现效率及客户体验；
2、负责大规模广告系统的全链路优化（召回/粗排/精排），持续提升系统变现效率；
3、充分感知客户反馈，通过全链路优化从根本提升客户体验，包括模型泛化/素材探索与利用/自动定向等。

任职要求：
1、人工智能、计算机、数学、经济学相关专业优先；
2、生成式大模型/RL研究背景或在计算广告、机制设计、广告出价、强化学习方向有相关研究经验的同学优先；
3、优秀的代码能力、数据结构和基础算法功底，熟练C/C++或Python；
4、有扎实的机器学习基础，在顶级期刊会议上发表论文者优先；
5、有ACM奖牌，算法比赛获奖经历者优先；
6、出色的问题分析和解决能力，有自主探索解决方案的能力。",广告算法工程师,生成式大模型; 强化学习; C; C++; Python; 机器学习; 数据结构
客户端开发实习生-APM,"岗位职责：
ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：字节跳动APM(Application Performance Management)团队负责公司所有服务端、移动端、前端、跨端产品的稳定性和性能质量监控保障，构建业界领先的可观测性基础设施，结合机器学习智能化，提供一站式平台覆盖字节跳动各业务线的排障、监控和稳定性提升等需求。

1、负责字节跳动客户端（Android&iOS）基础SDK开发，包括性能和稳定性的监控和优化，分析调试工具等；
2、负责移动端基础设施在公司内的业务落地；
3、应用AI技术改进现有基础设施，提升研发效率。

任职要求：
1、2027届本科及以上学历在读，计算机、软件工程等相关专业优先；
2、具有扎实的编程功底，良好的设计能力和编程习惯；
3、熟练掌握Objective-C、C++、Swift、Java、Kotlin其中一门语言优先；
4、有个人技术博客、论文、GitHub项目或独立开发作品优先。",客户端开发工程师,C++; Swift; Java; Kotlin
机器学习算法工程师-【信息安全】,"岗位职责：
1、模型研发与优化： 负责从0到1构建和迭代机器学习/深度学习模型（如：异常检测、图神经网络、自然语言处理、时间序列分析等），应用于恶意代码分类、网络入侵检测、用户行为分析、钓鱼网站识别等具体场景；
2、威胁狩猎与研究： 利用机器学习模型发现未知威胁和攻击模式，参与安全事件的分析与响应，为安全策略的制定提供数据驱动的洞察；
3、大模型智能体的落地：探索大模型结合信息安全领域的应用，如攻击告警自动化处理等；
4、数据探索与特征工程： 深入分析海量安全数据（如日志、流量、恶意样本、威胁情报等），进行数据清洗、特征提取和特征工程，为模型训练提供高质量的数据基础；
5、前沿技术探索： 跟踪学术界和工业界在AI安全领域的最新进展，评估并将有潜力的新技术（如：联邦学习、对抗机器学习、自监督学习等）应用于实际业务，解决诸如样本稀缺、对抗性攻击等挑战。

任职要求：
1、硕士及以上学历，计算机科学、人工智能、信息安全、应用数学或相关领域；
2、3年以上机器学习算法相关工作经验；
3、精通Python，熟练掌握PyTorch、TensorFlow、Scikit-learn等至少一种主流机器学习框架；
4、扎实的数据结构和算法基础，具备优秀的编码能力；
5、具备强大的逻辑思维能力、问题解决能力和主动学习能力，能够独立开展研究并推动项目落地。

加分项
1、有大规模数据处理经验，熟悉Spark、Flink或类似的大数据技术栈；
2、熟悉对抗性机器学习（Adversarial Machine Learning）的攻防技术；
3、成功将机器学习模型应用于信息安全领域的项目经验。",机器学习算法工程师,Python; PyTorch; TensorFlow; Scikit-learn; Spark; Flink; 机器学习
LongCat - 具身智能算法研究员,"岗位职责：
1. 参与具身智能大模型方向前沿算法研究，支撑包括具身感知、任务规划、行动与控制在内模块的数据生成、模型训练优化、评测迭代等方面工作。
2. 负责研发任务泛化的端到端操作技术路线，包括VLA架构革新、训练范式优化、真机强化学习等。
3. 跟踪和评估前沿研究进展，维护相关算法框架，开发、集成和优化具身智能系统。
4. 协同工程等团队推动真机部署、大规模数据采集、Sim-to-Real等工作，加速前沿算法落地应用。

任职要求：
1. 计算机科学、机器人学、人工智能、自动化或相关领域的在读硕士或博士研究生，有相关方向1年以上研究经历。
2. 具备扎实的编程能力，精通 Python，熟悉 C++者优先，且熟练掌握 PyTorch 框架。
3. 在具身智能领域有深入研究，熟悉 VLA的前沿技术。
4. 对具身智能和机器人技术抱有浓厚兴趣和热情，具备出色的自驱力、快速学习能力和解决问题的能力。
5. 在ICRA, CVPR, NeurIPS, ICLR, IROS等人工智能或机器人学会议上有论文发表。",算法研究员,Python; C++; PyTorch; 具身智能; VLA; 机器人技术
国际产研 软件开发工程师,"岗位职责：
1. 负责国际业务相关软件系统的设计、开发与维护工作，依据业务需求进行技术方案选型与架构设计，确保系统的高可用性、可扩展性与安全性；
2. 参与核心业务模块的代码实现与性能优化，通过技术手段解决复杂业务场景下的技术挑战，保障系统稳定高效运行；
3. 跟踪并研究业界前沿技术趋势，推动技术创新在业务场景中的落地应用，持续提升产品技术竞争力；
4. 与产品、测试及跨区域团队紧密协作，确保项目高质量交付，支持国际业务快速迭代与规模化发展；
5. 参与技术规范制定与代码评审，协助团队提升开发质量与工程效能，推动团队技术氛围建设；
6. 负责相关技术文档的撰写与知识沉淀，促进团队内部经验共享与技术传承；
7. 日常在英国伦敦办公室工作。

任职要求：
1. 教育背景：本科及以上学历，计算机科学、软件工程、信息技术等相关专业；
2. 工作经验：不限工作经验，具备扎实的软件开发基础，有团队协作或项目实践经验者优先；
3. 能力要求：熟练掌握至少一种主流编程语言，具备良好的系统设计与开发能力；熟悉常用开发框架与工具，能够独立完成模块开发与维护；具备良好的业务理解能力，能够结合业务需求进行技术方案设计与实现；具备较强的逻辑思维与问题分析能力，能够应对复杂技术挑战；
4. 基本素质：具备良好的中英文沟通能力和团队协作精神，能够高效协同推进项目；具有强烈的责任心和抗压能力，能够在快节奏环境中保持工作质量；具备主动学习与创新意识，关注技术发展趋势，持续提升专业能力。
符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。",软件开发工程师,软件开发; 架构设计; 技术选型; 核心模块开发; C++; C; Python; Java
AI应用研发工程师（电商治理）-服务体验与治理,"岗位职责：
1、作为AI应用研发工程师，你将深度参与智能风险感知、风险分析、智能审核、智能决策等关键系统的核心研发，解锁以下技术挑战与业务价值；
2、多模态风险检测体系：基于大模型融合架构，构建商品、商家、直播、内容的多模态合规检测能力，精准识别假货山寨、虚假宣传、违禁信息等违规内容，支撑日均亿级流量的实时审核；
3、敏捷模型研发体系：打造Few-Shot、Zero-Shot高效训练框架，实现天级模型迭代，快速适配电商场景的风险变异（如新型虚假宣传话术、违禁品变种）；
4、治理Agent应用：基于Agent技术构建风险发现-定性-分析-规则和模型生产的全链路智能化能力，驱动审核决策从“规则+模型”向“智能Agent自主决策”升级。

任职要求：
1、本科及以上学历，计算机科学、人工智能、软件工程等相关专业；
2、3年及以上研发相关经验，1年以上AI研发经验，有电商/内容安全/智能审核领域经验者优先；
3、精通Python/Golang，扎实的数据结构与算法基础，熟悉分布式系统设计；
4、熟悉Agent、Skill、RAG、MCP等技术，有LangChain/LangGraph等框架实战经验优先；
5、具备从用户需求出发优化AI系统的意识，能结合业务场景设计用户友好的交互流程。",AI应用工程师,Python; Golang; 分布式系统; Agent; Skill; RAG; MCP; LangChain; LangGraph; AI系统交互
计算机视觉算法工程师/专家,"岗位职责：
1. 负责计算机视觉相关算法的研发与优化，包括但不限于图像识别、目标检测、图像分割等视觉任务；
2. 设计并实现基于CNN、ViT等深度学习网络架构的视觉算法模型；
3. 负责视觉算法在移动端、边缘设备等端侧场景的模型优化与部署落地；
4. 进行模型压缩、量化、剪枝等工作,提升模型在端侧的推理速度和准确率；
5. 跟踪计算机视觉领域的最新技术发展,并应用到实际业务场景中；
6. 与产品、工程团队紧密合作，推动算法的产品化和工程化落地；
7. 编写技术文档,分享技术方案和经验。

任职要求：
1. 计算机、人工智能、自动化等相关专业；
2. 3年以上计算机视觉算法研发经验；
3. 扎实的计算机基础知识,熟练掌握Python/C++等编程语言；
4.  熟练使用PyTorch、TensorFlow等深度学习框架。
加分项：
1.	在CVPR、ICCV、ECCV等顶级会议或期刊发表过论文；
2. 有多模态模型，CLIP、VLM等方向的相关经验。",计算机视觉算法工程师,计算机视觉; Python; C++; PyTorch; TensorFlow; 深度学习; 多模态模型; CLIP; VLM
数据仓库工程师-抖音生活服务,"岗位职责：
1、以抖音系全域数据为依托，参与构建海量数据下符合生活服务业务特性的数据仓库建设；
2、负责数据模型的架构设计、开发以及海量数据下的性能调优、复杂业务场景下的需求交付；
3、参与构建围绕安全、质量、效率、成本等方向的数据管理能力建设，并推动某细分横向场景的落地；
4、深入业务，理解并合理抽象业务需求，发挥数据价值，与业务团队紧密合作。

任职要求：
1、熟悉数据仓库体系架构、数据建模方法、数据治理等知识，有较强的SQL/ETL开发能力；
2、对数据价值探索充满热情，较强的业务理解和抽象能力，能快速分析和理解问题；
3、掌握大数据技术栈，包括Hadoop/Hive/Spark/OLAP引擎等；
4、思维逻辑清晰，良好的自驱力、沟通能力和解决问题能力；
5、扎实的数据结构、数据库原理等基础知识，理工科本科以上学历，3年以上数据仓库建模经验；
6、具备流量数据体系建设&实时数据体系建设经验优先；
7、具备电商/生活服务相关行业经验优先。",数据仓库工程师,数据建模; 数据治理; SQL; ETL; Hadoop; Hive; Spark; OLAP引擎; 数据结构
AIGC算法实习生-智能创作,"岗位职责：
日常实习：面向全体在校生，为符合岗位要求的同学提供为期3个月及以上的项目实践机会。
团队介绍：智能创作团队是字节跳动AI、特效和音视频创作技术和业务中台，负责了抖音、剪映等产品的技术和业务研发，涵盖了深度学习、计算机视觉、图形学、语音、拍摄编辑、特效、客户端、服务端工程等技术领域，并以多种形式向公司内部各业务线提供业界最前沿的内容理解、内容创作、互动体验与消费的能力和行业解决方案，同时通过火山引擎为企业客户提供服务。

1、参与AIGC通用图像视频生成模型的研发与优化，跟进计算机视觉领域的前沿技术研究；
2、参与技术规划制定，跟进多模态技术最新发展趋势；
3、推动技术在专业创作/编辑/特效等领域的应用。

任职要求：
1、本科及以上学历在读，计算机、软件工程等相关专业优先；
2、积极主动有热情，能与团队融洽合作相处，具备较强的沟通能力；
3、有图像/视频生成与AIGC项目落地经验者优先；
4、有图像生成或多模态方向顶会论文者优先。",AIGC算法工程师,AIGC; 图像生成; 视频生成; 多模态
电商风控算法工程师,"岗位职责：
1. 参与字节跳动电商风控算法的设计与优化，为每一位用户、达人和商家保驾护航；
2. 通过表征学习、图模型、深度学习、迁移学习、多任务学习等技术，提升问题发现的效率，从而快速阻断风险，优化电商社区生态各项指标；
3. 挖掘和分析海量电商内容和用户行为表现数据，进行用户长短期画像建设，提升模型的精准性和召回面；
4. 结合内容电商的业务特性，进行模型和算法创新，打造业界领先的内容电商风控算法体系。

任职要求：
1. 两年以上算法研发经历，计算机相关专业本科及以上学历；
2. 熟悉C++/Java/Python，具备优秀的编码能力，至少熟悉一种常见的机器学习/深度学习平台；
3. 对业务和数据敏感，能够从数据上发现风险，提出解决方案，并验证效果；
4. 有钻研精神，主观能动性强，能适应快速变化的业务需求，具备良好的团队合作精神和沟通技巧；
5. 具有电商相关工作经验优先，具有反作弊或安全策略相关经验，对黑灰产对抗有一定了解者优先。",风控算法工程师,风控算法; C++; Java; Python; 机器学习; 深度学习
大模型应用开发工程师-抖音研发,"岗位职责：
1、负责字节跳动AI舆情平台的架构设计与研发，通过工程技术与AI能力赋能海量数据体系，支撑公司各业务高效落地；
2、负责公司级Agent产品的工程设计和实现，提升舆情风险感知的准确率与覆盖度；
3、构建稳定高效的信息生产链路，涵盖多源信息聚合、内容理解、存储索引与推送分发机制；
4、探索并沉淀Spec Coding和Harness等新型AI研发范式在团队内的落地与最佳实践。

任职要求：
1、具备扎实的全栈工程能力，熟悉后端服务架构或前端体系；
2、熟悉常见的信息处理技术，包括但不限于文本处理、搜索引擎（如Elasticsearch等）、规则引擎、内容标签体系等，有实际业务经验者优先；
3、有LLM应用系统搭建或智能编排系统实践经验者优先；
4、具备优秀的问题拆解与系统设计能力，能深入复杂业务场景，独立驱动方案落地与持续优化；
5、编程功底扎实，具备良好的产品意识、跨团队协作能力与强烈的自驱力，能主动探索并落地AI技术创新。",大模型应用工程师,全栈工程; 后端服务架构; 前端体系; LLM
Java开发实习生（垂直业务）-【商业化】,"岗位职责：
1、负责快手商业化-线索业务的后端开发工作，为客户提供一站式线索经营管理平台，支持业务需求快速迭代，不断优化系统架构，支撑业务规模增长，保障服务稳定；
2、参与线索中台的架构演进和系统升级，分析和发现系统的优化点，负责推动系统的性能和可用性的提升；
3、参与后端前沿技术研究和新技术调研，参与线索中台AI智能化建设。

任职要求：
1、2027届在读本科或研究生，计算机等相关专业，每周至少工作5个工作日以上，实习期至少3个月，表现优秀的有转正机会；
2、编程能力良好，熟悉Java语言；熟悉Kafka、Redis、MySQL等相关技术；
3、具备扎实的计算机基础，对数据结构和算法设计有充分理解；
4、热爱互联网，对互联网产品和技术有浓厚的兴趣，热衷于追求技术极致与创新；
5、具有良好的沟通能力和团队合作精神、烈的责任心和学习接受能力、优秀的分析问题和解决问题的能力；
6、具有广告业务开发经历者优先，具备大模型相关经验优先。",Java开发工程师,Java; Kafka; Redis; MySQL
Java开发实习生（游戏）-【商业化】,"岗位职责：
1、负责快手商业化-游戏业务的后端开发工作，支持游戏业务需求快速迭代，不断优化系统架构，支撑业务规模增长，保障服务稳定；
2、参与商业化游戏生态系统的架构演进和系统升级，分析和发现系统的优化点，负责推动系统的性能和可用性的提升；
3、参与后端前沿技术研究和新技术调研，参与商业化游戏生态系统的AI智能化建设。

任职要求：
1、2027届在读本科或研究生，计算机等相关专业，每周至少工作5个工作日以上，实习期至少3个月，表现优秀的有转正机会；
2、编程能力良好，熟悉Java语言；熟悉Kafka、Redis、MySQL等相关技术；
3、具备扎实的计算机基础，对数据结构和算法设计有充分理解；
4、热爱互联网，对互联网产品和技术有浓厚的兴趣，热衷于追求技术极致与创新；
5、具有良好的沟通能力和团队合作精神、烈的责任心和学习接受能力、优秀的分析问题和解决问题的能力；
6、具有广告业务开发经历者优先，具备大模型相关经验优先。",Java开发工程师,Java; Kafka; Redis; MySQL; 数据结构; 算法设计
数据挖掘算法工程师,"岗位职责：
1.使用各类数据挖掘技术及机器学习算法，对海量用户数据进行多维度多场景下的挖掘与建模，精准刻画用户行为。

2.结合对业务理解，深入挖掘数据价值，并推动在业务场景下应用，拿到业务结果。

3.与其他团队密切合作，包括数据工程师、前后端工程师、产品经理等，实现高质量的产品和解决方案。

任职要求：
1.拥有计算机、电子、通信、数学、统计学或相关专业的本科及以上学历。

2.扎实的代码能力和数据结构基础，熟悉常见的机器学习算法，在大规模深度学习、数据挖掘、机器学习等算法能力有实际研发经验。

3.熟练使用Hive/Spark/Hadoop等大数据工具，熟悉TensorFlow/PyTorch等框架。

4.具备一定的业务敏感度，创新精神和理论与实践相结合的能力，具有主动思考和学习的动力，乐于与业务共同成长。

5.具备出色的问题分析和解决能力，具有团队合作意识，对具有挑战性的问题充满激情。",数据挖掘算法工程师,机器学习; 深度学习; Hive; Spark; Hadoop; TensorFlow; PyTorch
大模型应用后端开发工程师-多模态方向,"岗位职责：
1、参与内容理解系统的工程开发，在快手短视频、直播、电商等业务场景落地；
2、设计和实现高并发、高可用的大规模算法服务架构，服务于数亿用户群体；
3、围绕AI算法研发过程，开发相关平台工具，提升算法研发效率；
4、保障现有服务的可用性和稳定性，分析系统的问题和瓶颈，优化提高系统性能；

任职要求：
1、有扎实的计算机基础知识和编程功底，具备较强的编码能力；
2、精通多线程编程，熟悉Java，熟悉常用的中间件、缓存、消息队列、数据库等，拥有一定的系统架构设计能力；
3、具有较强的分析问题和快速解决问题的能力，良好的技术文档撰写能力和工作习惯，善于学习新技术，有能力针对特定场景给出高效合理的解决方案；
4、具备良好的沟通技能和团队协作意识，有一定的项目管理经验，善于自主推动跨部门复杂项目的实施落地；
5、热爱技术，有追求极致的精神，对代码质量和开发规范有高要求，富有责任心。",后端开发工程师,Java; 系统架构设计; 多线程编程
资深全栈开发工程师/专家（HR系统）,"岗位职责：
1. 负责HR域相关系统的技术方案设计、核心功能开发与上线交付，保障系统性能与稳定性。
2. 独立完成前后端全链路开发（React + Java），能够主导解决复杂业务场景下的技术难点。
3. 与团队高效协同，推动项目目标达成与系统架构持续演进。

任职要求：
1. 本科及以上学历，5年以上前后端开发经验，有HR企业信息化等复杂业务系统经验者优先。
2. 熟悉Spring Cloud生态、MySQL、Redis、MongoDB 及常用中间件；具备复杂业务系统架构设计和实施能力。
3. 熟悉React框架及常用组件库；具备复杂表单交互、组件抽象及性能优化能力。
4. 深度使用 Claude Code、Codex、Cursor、OpenCode 等 AI 编程工具，形成高效的 AI 辅助调试、代码审查及重构习惯。 
5. 对新技术有学习热情，具备良好的沟通与协作能力",全栈开发工程师,Spring Cloud; MySQL; Redis; MongoDB; Ai coding
技术解决方案工程师-国际化（北京/上海）,"岗位职责：
1、负责为广告主接入字节跳动广告系统提供及时有效的技术解决方案；
2、负责搭建领先的解决方案体系，为客户提供更优质的产品和服务能力；
3、跨团队协作，共同完成新产品的研发工作；
4、带领团队完成复杂解决方案的设计和实施。

任职要求：
1、计算机及相关专业，至少熟悉一种主流编程语言（Python/Go/Java/JavaScript等）；
2、热爱并关注客户与产品，善于发掘需求，并能形成有效的技术解决方案；
3、良好的沟通表达能力，善于归纳与总结问题；
4、具有良好的项目推进能力，曾经主导跨团队技术项目成功落地；
5、具有良好的解决方案构建能力，曾经通过技术方式成功解决客户需求；
6、以下能力至少具备其中两项：
1）对互联网广告行业有一定的了解；
2）有带领团队的经验；
3）有良好的学习能力，在多领域有技术积累；
4）有实际后端开发经验，并具备Web系统开发与调试能力。",解决方案工程师,Python; Go; Java; JavaScript; Web系统开发; Web系统调试
数据治理实习生-隐私和数据保护办公室,"岗位职责：
日常实习：面向全体在校生，为符合岗位要求的同学提供为期3个月及以上的项目实践机会。
团队介绍：我们是字节跳动隐私与数据保护核心团队，联动法律、安全、研发等多方力量，为全球数亿用户构建第一道数据安全防线。聚焦隐私合规落地、数据风险防控，在超150个国家/地区的复杂隐私、数据合规场景中，构建全生命周期数据安全方案，以“隐私+数据”双通道驱动保护创新。
为什么加入我们？
1、全球化核心战场：加入支撑字节跳动国际化生态的关键团队，主导服务数亿用户的隐私安全体系，同字节跳动系产品一起定义行业标准；
2、硬核能力历练：攻克数亿级数据防护，横跨美洲、欧盟、东南亚等法律差异等难题，沉淀覆盖多区域的合规技术视野；
3、多元成长生态：融入跨多国家多城市的协作团队，参与行业隐私标杆项目，在文化碰撞中解锁国际化合规实战经验。

1、支持数据分类和分类方法和标准，识别和标记存储中的各种数据样本，并确保准确性和召回率；
2、支持算法及LLM模型识别优化，梳理数据分类分级识别的建议和依据，参与识别模型改进方案讨论；
3、深入理解业务，调研各业务线数据样本，完善数据标签和样本库分类标准；
4、调研LLM落地场景，搭建数据链路，支持提升数据分类效率和质量。

任职要求：
1、本科及以上学历在读，信息安全、计算机、数学等相关理工类专业优先；
2、理解算法模型识别的流程，熟悉SQL或Python基本数据分析操作，了解Spark、Hive等大数据处理工具或框架；
3、具有团队合作精神，沟通能力强，能够与产品、开发等团队成员协作；
4、可保证连续实习三个月以上，每周可实习4天以上。",数据治理工程师,模型识别; SQL; Python; Spark; Hive; 大数据处理
Java 开发实习生（商家平台组）-【生活服务】,"岗位职责：
1、参与商家供给体系后端研发，负责系统架构设计、业务建模、核心功能开发与性能优化；
2、协助 AI Agent 平台建设，参与技能管理、MCP 集成、Agent 编排，支撑 AI 业务迭代；
3、探索 AI 超级智能体在商家服务与运营场景的落地应用，提升调度效率与策略执行能力；
4、与产品、算法、研发团队协同，推进问题解决，沉淀业务方案与技术经验。

任职要求：
1、2026 届及以后毕业生，本科及以上学历，计算机、软件工程等相关专业优先；
2、编程基础扎实，熟悉 Java / Python 等后端开发语言，具备基本后端开发能力；
3、对 AI Agent、智能体、Vibe Coding 等领域有浓厚兴趣，有相关项目 / 实践经验优先；
4、具备良好的逻辑思维、快速学习能力与团队协作意识；
5、工作认真负责，能适应快节奏研发环境，热爱新技术探索。",Java开发工程师,Java; Python; 后端开发; AI Agent; Vibe Coding
