normalized_skill,kg_display_skill,skill_type,standard_categories,standard_jobs,first_seen_month,last_seen_month,first_seen_job_id,last_seen_job_id,mention_count,source_job_ids,source_count,sources,updated_at
时钟设计,硬件与芯片,traditional,软件研发; 数据; AI应用; 硬件,前端开发工程师; 数据分析师; AI应用工程师; 硬件工程师,2025-04,2026-05,GEN000821,GEN001472,11,GEN000821; GEN000822; GEN001450; GEN001451; GEN000830; GEN002279; GEN000835; GEN002284; GEN001460; GEN000849; GEN001472,11,base_event_stream,2026-07-24T06:07:21+00:00
时间同步,系统与运维,traditional,测试质量,测试开发工程师,2025-04,2026-03,GEN001553,GEN001579,4,GEN001553; GEN001561; GEN001564; GEN001579,4,base_event_stream,2026-07-24T06:07:21+00:00
时间序列算法,算法与数学,traditional,AI算法; 软件研发; 芯片; 自动驾驶; 算法; AI应用; 多媒体; 通信; AI基础设施,多模态算法工程师; 计算机视觉算法工程师; 嵌入式软件工程师; 芯片设计工程师; 自动驾驶算法工程师; 风控算法工程师; 机器学习算法工程师; AI Agent算法工程师; 算法研究员; AI Agent应用工程师; 算法工程师; 图形图像工程师; 控制算法工程师; 搜索算法工程师; 语音算法工程师; 通信工程师; AI Infra工程师,2024-12,2026-07,GEN000254,GEN000740,72,GEN000254; GEN000342; GEN001213; GEN002097; GEN000187; GEN000556; GEN000558; GEN000592; GEN000656; GEN000657; GEN000685; GEN002100; GEN002103; GEN002105; GEN000190; GEN000564; GEN002108; GEN000352; GEN000688; GEN000262; GEN000266; GEN000355; GEN000356; GEN000357; GEN000607; GEN000694; GEN000270; GEN000359; GEN000697; GEN000272; GEN000361; GEN000612; GEN002120; GEN000403; GEN001222; GEN000278; GEN000405; GEN000407; GEN000704; GEN000705; GEN000706; GEN002126; GEN000282; GEN000410; GEN000707; GEN000709; GEN002127; GEN002128; GEN000370; GEN000413; GEN000621; GEN002081; GEN002130; GEN000207; GEN000284; GEN000416; GEN000715; GEN001226; GEN000718; GEN000375; GEN000376; GEN000420; GEN002137; GEN002141; GEN000381; GEN000428; GEN000588; GEN001229; GEN002094; GEN000637; GEN000737; GEN000740,72,base_event_stream,2026-07-24T06:07:21+00:00
机器人与自动驾驶,机器人与自动驾驶,new,AI算法; 软件研发; 算法; 硬件; 产品; 数据; AI应用; 机器人; 芯片; 多媒体; AI基础设施,计算机视觉算法工程师; C++开发工程师; 控制算法工程师; 结构工程师; 多模态算法工程师; AI产品经理; Python开发工程师; 电源工程师; 嵌入式软件工程师; 数据开发工程师; AI Agent应用工程师; 机器人软件工程师; 芯片设计工程师; 数据平台工程师; 音视频工程师; 数据工程师; 硬件工程师; 驱动开发工程师; 数据仓库工程师; AI Infra工程师,2024-12,2026-07,GEN000342,GEN002239,75,GEN000342; GEN000974; GEN001990; GEN002207; GEN002208; GEN000346; GEN002210; GEN000259; GEN000261; GEN001992; GEN002309; GEN000994; GEN002191; GEN000264; GEN000983; GEN001219; GEN001993; GEN001994; GEN002193; GEN002220; GEN002221; GEN002311; GEN002312; GEN001221; GEN002116; GEN002222; GEN001246; GEN001998; GEN002118; GEN000272; GEN000998; GEN000999; GEN002122; GEN000276; GEN001001; GEN001222; GEN002123; GEN002195; GEN000366; GEN000281; GEN000282; GEN002198; GEN002324; GEN001255; GEN002326; GEN002004; GEN002199; GEN002200; GEN002327; GEN002328; GEN001259; GEN002005; GEN002136; GEN002330; GEN000375; GEN001004; GEN002006; GEN002202; GEN000294; GEN002008; GEN002142; GEN002203; GEN002332; GEN001266; GEN001267; GEN002144; GEN002205; GEN002237; GEN002333; GEN000297; GEN001008; GEN001268; GEN002012; GEN002238; GEN002239,75,base_event_stream,2026-07-24T06:07:21+00:00
机器学习,AI,traditional,AI安全; 算法; AI算法; 软件研发; 数据; 测试质量; 安全; 芯片; 硬件; 产品; AI应用; 自动驾驶; 技术支持; 机器人; 多媒体; 基础设施; AI基础设施,AI安全工程师; 广告算法工程师; 搜索算法工程师; 风控算法工程师; 机器学习算法工程师; AI Agent算法工程师; Java开发工程师; 数据工程师; 测试开发工程师; 安全工程师; 芯片设计工程师; 电源工程师; 硬件工程师; AI产品经理; 大模型应用工程师; 多模态算法工程师; NLP算法工程师; 自动驾驶算法工程师; AI Agent应用工程师; 计算机视觉算法工程师; 数据挖掘算法工程师; 大模型算法工程师; 前端开发工程师; AIGC算法工程师; 推荐算法工程师; 算法工程师; Go开发工程师; AI应用工程师; 数据分析师; 语音算法工程师; 算法研究员; 控制算法工程师; 芯片测试工程师; 大模型测试工程师; 网络安全工程师; 技术支持工程师; Android开发工程师; 软件开发工程师; 机器人算法工程师; 大数据开发工程师; 数据开发工程师; 数据平台工程师; 客户端开发工程师; 图形图像工程师; 服务器工程师; 数据仓库工程师; AI Infra工程师; 后端开发工程师,2024-12,2026-07,GEN000162,GEN002011,304,GEN000162; GEN000343; GEN000480; GEN000517; GEN000553; GEN000555; GEN000655; GEN000921; GEN000923; GEN001481; GEN001549; GEN001773; GEN002098; GEN002189; GEN002190; GEN002261; GEN002302; GEN000055; GEN000256; GEN000257; GEN000301; GEN000303; GEN000481; GEN000518; GEN000656; GEN000685; GEN001445; GEN001774; GEN001974; GEN001975; GEN002099; GEN002100; GEN000062; GEN000163; GEN000165; GEN000348; GEN000483; GEN000595; GEN000641; GEN000642; GEN001484; GEN002103; GEN002104; GEN002105; GEN000063; GEN000167; GEN000222; GEN000306; GEN000307; GEN000351; GEN000437; GEN000485; GEN000486; GEN000521; GEN000563; GEN000687; GEN000930; GEN001014; GEN001316; GEN001446; GEN001551; GEN002106; GEN002109; GEN000225; GEN000261; GEN000352; GEN000353; GEN000388; GEN000566; GEN000662; GEN001992; GEN000070; GEN000072; GEN000263; GEN000523; GEN000568; GEN000664; GEN001449; GEN001981; GEN002173; GEN002174; GEN002191; GEN002192; GEN000227; GEN000392; GEN000604; GEN001510; GEN001558; GEN001741; GEN001742; GEN001875; GEN001982; GEN002175; GEN000269; GEN000313; GEN000395; GEN000528; GEN000645; GEN000667; GEN001451; GEN001513; GEN001559; GEN001996; GEN002115; GEN000015; GEN000230; GEN000316; GEN000396; GEN000445; GEN000446; GEN000447; GEN000529; GEN000696; GEN001329; GEN001452; GEN001515; GEN001743; GEN001744; GEN001997; GEN001998; GEN002177; GEN002178; GEN002315; GEN000234; GEN000319; GEN000531; GEN000532; GEN000533; GEN000576; GEN000611; GEN000646; GEN000671; GEN000699; GEN001374; GEN001455; GEN001516; GEN001517; GEN001747; GEN001999; GEN002318; GEN000235; GEN000403; GEN000578; GEN000700; GEN001376; GEN001456; GEN001749; GEN002000; GEN002001; GEN002124; GEN002179; GEN002319; GEN000405; GEN000457; GEN000495; GEN000496; GEN000538; GEN000539; GEN000617; GEN000704; GEN000952; GEN001023; GEN001024; GEN001419; GEN001520; GEN001522; GEN001571; GEN000238; GEN000283; GEN000326; GEN000462; GEN000580; GEN000707; GEN001379; GEN001460; GEN001572; GEN001789; GEN002002; GEN002181; GEN002182; GEN000027; GEN000030; GEN000094; GEN000327; GEN000369; GEN000412; GEN000413; GEN000581; GEN000675; GEN000713; GEN001421; GEN001463; GEN001575; GEN001754; GEN001790; GEN002003; GEN000097; GEN000243; GEN000329; GEN000372; GEN000414; GEN000415; GEN000467; GEN000544; GEN000623; GEN000717; GEN001348; GEN001493; GEN001528; GEN001529; GEN001755; GEN002004; GEN000101; GEN000244; GEN000289; GEN000333; GEN000373; GEN000417; GEN000418; GEN000503; GEN000584; GEN000626; GEN000678; GEN000719; GEN000722; GEN000961; GEN000962; GEN001349; GEN001403; GEN001404; GEN001423; GEN001532; GEN001579; GEN002005; GEN002201; GEN002293; GEN002330; GEN000038; GEN000103; GEN000334; GEN000376; GEN000377; GEN000586; GEN000679; GEN000725; GEN001469; GEN001471; GEN001497; GEN001985; GEN002137; GEN002138; GEN002185; GEN002186; GEN002202; GEN000040; GEN000108; GEN000425; GEN000509; GEN000510; GEN000631; GEN000633; GEN000726; GEN000730; GEN001357; GEN001406; GEN001425; GEN001538; GEN001586; GEN002008; GEN000476; GEN000477; GEN000551; GEN000588; GEN000735; GEN000736; GEN000970; GEN001037; GEN001407; GEN001426; GEN001475; GEN001500; GEN001797; GEN001798; GEN002009; GEN002145; GEN002187; GEN002188; GEN002299; GEN000180; GEN000431; GEN000478; GEN000514; GEN000682; GEN000740; GEN000972; GEN000973; GEN001038; GEN001039; GEN001427; GEN001428; GEN001477; GEN001799; GEN001800; GEN002011,304,base_event_stream,2026-07-24T06:07:21+00:00
查询优化,数据工程,traditional,数据; AI应用; 软件研发; 测试质量; AI算法; 基础设施; 算法; 芯片,数据平台工程师; AI应用工程师; 软件开发工程师; 数据开发工程师; 测试工程师; 软件架构师; 多模态算法工程师; 数据库工程师; 广告算法工程师; 大数据开发工程师; 芯片设计工程师; 大模型算法工程师; 数据工程师; 运维工程师,2024-12,2026-07,GEN001270,GEN002146,29,GEN001270; GEN001305; GEN001306; GEN001307; GEN001366; GEN001308; GEN001310; GEN001314; GEN001828; GEN001280; GEN001372; GEN001834; GEN001329; GEN001331; GEN001374; GEN002120; GEN001287; GEN001337; GEN001379; GEN002128; GEN001345; GEN001380; GEN001841; GEN001354; GEN001385; GEN002139; GEN001359; GEN002143; GEN002146,29,base_event_stream,2026-07-24T06:07:21+00:00
标定校准,机器人与自动驾驶,traditional,技术支持,技术支持工程师; 解决方案工程师,2025-03,2026-06,GEN001890,GEN001936,8,GEN001890; GEN001893; GEN001897; GEN001898; GEN001900; GEN001916; GEN001921; GEN001936,8,base_event_stream,2026-07-24T06:07:21+00:00
模型压缩,大模型,new,算法; 软件研发; 通信; AI应用; AI算法; 多媒体,广告算法工程师; 嵌入式软件工程师; 通信工程师; 后端开发工程师; 推荐算法工程师; 大模型应用工程师; 计算机视觉算法工程师; 大模型算法工程师; 图形图像工程师; AI Agent应用工程师; AI应用工程师; 算法工程师,2024-12,2026-07,GEN000343,GEN000382,40,GEN000343; GEN001212; GEN002061; GEN000439; GEN000440; GEN000442; GEN002068; GEN000359; GEN002070; GEN000362; GEN000449; GEN000454; GEN001223; GEN000366; GEN000455; GEN000457; GEN000462; GEN002079; GEN002080; GEN000369; GEN000466; GEN002081; GEN000372; GEN000468; GEN001226; GEN000471; GEN002085; GEN002086; GEN000472; GEN000473; GEN000149; GEN000151; GEN000378; GEN000474; GEN002091; GEN002092; GEN000380; GEN001227; GEN002093; GEN000382,40,base_event_stream,2026-07-24T06:07:21+00:00
模型安全,大模型,new,AI算法; 安全,大模型算法工程师; 安全工程师; 算法工程师; 语音算法工程师,2025-01,2026-04,GEN000003,GEN001795,14,GEN000003; GEN001775; GEN000006; GEN000354; GEN000010; GEN000012; GEN000015; GEN001780; GEN001783; GEN000021; GEN001790; GEN001791; GEN001794; GEN001795,14,base_event_stream,2026-07-24T06:07:21+00:00
模型对齐,大模型,new,AI算法; 软件研发; AI应用,AIGC算法工程师; 软件架构师; AI Agent应用工程师; AI应用工程师,2025-06,2026-07,GEN000227,GEN000160,8,GEN000227; GEN000127; GEN000228; GEN000139; GEN000153; GEN000156; GEN000159; GEN000160,8,base_event_stream,2026-07-24T06:07:21+00:00
模型工程,大模型,new,硬件; 算法; AI算法,电源工程师; 数据挖掘算法工程师; AIGC算法工程师; 硬件工程师,2025-05,2026-06,GEN002192,GEN002206,13,GEN002192; GEN002194; GEN000647; GEN002195; GEN002196; GEN002197; GEN000240; GEN002199; GEN002201; GEN000249; GEN002204; GEN002205; GEN002206,13,base_event_stream,2026-07-24T06:07:21+00:00
模型并行,大模型,new,AI算法,大模型算法工程师; 机器学习算法工程师; 算法工程师,2024-12,2026-06,GEN000001,GEN000048,18,GEN000001; GEN000590; GEN000594; GEN000004; GEN000601; GEN000010; GEN000011; GEN000013; GEN000609; GEN000016; GEN000030; GEN000031; GEN000038; GEN000629; GEN000630; GEN000633; GEN000045; GEN000048,18,base_event_stream,2026-07-24T06:07:21+00:00
模型微调,大模型,new,AI算法; AI应用; 软件研发; 数据; 通信; 产品; 技术支持; 算法; 测试质量,AIGC算法工程师; AI应用工程师; 大模型算法工程师; 后端开发工程师; 客户端开发工程师; 大数据开发工程师; 通信工程师; 大模型应用工程师; iOS开发工程师; AI产品经理; Android开发工程师; 数据开发工程师; 解决方案工程师; 风控算法工程师; 大模型测试工程师,2024-12,2026-07,GEN000216,GEN001942,73,GEN000216; GEN001366; GEN000005; GEN000007; GEN000224; GEN000750; GEN001044; GEN001369; GEN000008; GEN000009; GEN000752; GEN001370; GEN002064; GEN000010; GEN000011; GEN000226; GEN000757; GEN001045; GEN001046; GEN002068; GEN000230; GEN000231; GEN001048; GEN000017; GEN000765; GEN000766; GEN001050; GEN001051; GEN001375; GEN000236; GEN000770; GEN001054; GEN001055; GEN001376; GEN002075; GEN000023; GEN001059; GEN001060; GEN000024; GEN000026; GEN000239; GEN000778; GEN001062; GEN001063; GEN000027; GEN000029; GEN000030; GEN000783; GEN000032; GEN000033; GEN000243; GEN001921; GEN001922; GEN002084; GEN000034; GEN000245; GEN001383; GEN001925; GEN002085; GEN000039; GEN000798; GEN001384; GEN002090; GEN000044; GEN001072; GEN001933; GEN000047; GEN000252; GEN001387; GEN001938; GEN000049; GEN001940; GEN001942,73,base_event_stream,2026-07-24T06:07:21+00:00
模型推理,大模型,new,软件研发; 产品; AI应用; AI算法; 数据; 算法,客户端开发工程师; AI产品经理; AI应用工程师; 软件开发工程师; 多模态算法工程师; 大数据开发工程师; 广告算法工程师; 后端开发工程师; 数据平台工程师; 数据工程师,2024-12,2026-07,GEN001040,GEN000298,36,GEN001040; GEN002304; GEN001316; GEN001317; GEN002307; GEN002309; GEN000263; GEN001325; GEN002312; GEN000270; GEN001330; GEN001331; GEN000273; GEN000274; GEN001334; GEN000772; GEN000776; GEN000777; GEN002322; GEN000780; GEN001062; GEN000787; GEN002326; GEN000285; GEN000286; GEN000794; GEN000291; GEN000799; GEN002331; GEN000801; GEN000803; GEN001072; GEN001073; GEN001357; GEN000296; GEN000298,36,base_event_stream,2026-07-24T06:07:21+00:00
模型服务化,大模型,new,软件研发; 多媒体; 数据,前端开发工程师; 软件开发工程师; 图形图像工程师; 大数据开发工程师,2025-04,2026-07,GEN000820,GEN001365,6,GEN000820; GEN001321; GEN000848; GEN001350; GEN001354; GEN001365,6,base_event_stream,2026-07-24T06:07:21+00:00
模型训练,大模型,new,AI算法; 测试质量; 产品; 算法; 数据; 机器人; AI应用; 安全; 多媒体,多模态算法工程师; 大模型测试工程师; AI产品经理; 风控算法工程师; 数据挖掘算法工程师; 数据仓库工程师; 算法工程师; 数据分析师; 数据平台工程师; 机器人算法工程师; NLP算法工程师; AI应用工程师; 网络安全工程师; 数据工程师; 音视频工程师; 广告算法工程师; 大数据开发工程师; 语音算法工程师; 安全工程师,2024-12,2026-07,GEN000254,GEN002334,71,GEN000254; GEN002040; GEN002302; GEN002303; GEN000559; GEN000561; GEN000642; GEN001392; GEN002306; GEN000564; GEN001446; GEN002307; GEN002308; GEN001413; GEN001946; GEN000311; GEN000569; GEN000643; GEN001741; GEN002313; GEN000270; GEN002315; GEN002317; GEN000320; GEN001748; GEN001949; GEN002319; GEN001458; GEN001459; GEN001950; GEN002321; GEN000283; GEN001420; GEN001461; GEN001752; GEN001951; GEN002047; GEN000327; GEN000581; GEN001421; GEN001952; GEN000284; GEN000582; GEN001466; GEN001953; GEN002049; GEN002327; GEN000288; GEN001467; GEN001757; GEN000292; GEN000293; GEN001471; GEN002331; GEN000294; GEN000295; GEN000337; GEN000338; GEN001406; GEN001473; GEN001474; GEN001762; GEN000587; GEN001476; GEN000297; GEN000341; GEN000589; GEN001764; GEN001954; GEN002055; GEN002334,71,base_event_stream,2026-07-24T06:07:21+00:00
模型评测,大模型,new,AI应用; AI安全; 算法; 机器人; 产品; AI算法; 多媒体; 芯片; 软件研发; 硬件; 测试质量; 数据; AI基础设施,大模型应用工程师; AI安全工程师; 搜索算法工程师; AI应用工程师; 机器人算法工程师; AI产品经理; 大模型算法工程师; 机器人软件工程师; 音视频工程师; 多模态算法工程师; 芯片设计工程师; AI Agent应用工程师; 算法研究员; 芯片测试工程师; 后端开发工程师; 硬件工程师; 质量工程师; 数据工程师; 测试工程师; AI Infra工程师; 大数据开发工程师,2024-12,2026-07,GEN000654,GEN002335,96,GEN000654; GEN000481; GEN000482; GEN001482; GEN001943; GEN002304; GEN000059; GEN000483; GEN001484; GEN001956; GEN000066; GEN001944; GEN001957; GEN002044; GEN002106; GEN002108; GEN000068; GEN000069; GEN000662; GEN001945; GEN000070; GEN001488; GEN001946; GEN001959; GEN002111; GEN000074; GEN001960; GEN002312; GEN000491; GEN002115; GEN002116; GEN002313; GEN002314; GEN001962; GEN000272; GEN000493; GEN001375; GEN001948; GEN000087; GEN000277; GEN000672; GEN001949; GEN000090; GEN000091; GEN000279; GEN000280; GEN000495; GEN001965; GEN000281; GEN000497; GEN002323; GEN002324; GEN000093; GEN001380; GEN001952; GEN002048; GEN002129; GEN002130; GEN002325; GEN000095; GEN000284; GEN001494; GEN001953; GEN001968; GEN002049; GEN002132; GEN002327; GEN000098; GEN000678; GEN001496; GEN001630; GEN002050; GEN002329; GEN002330; GEN000103; GEN000104; GEN000105; GEN000291; GEN000506; GEN000679; GEN000680; GEN001384; GEN000295; GEN001970; GEN002054; GEN000110; GEN000296; GEN001387; GEN001631; GEN002143; GEN000113; GEN000514; GEN001954; GEN001971; GEN002147; GEN002335,96,base_event_stream,2026-07-24T06:07:21+00:00
模型调优,大模型,new,软件研发; 数据; AI算法; 机器人; 算法; 技术支持; AI应用,后端开发工程师; 数据平台工程师; 算法工程师; 机器人算法工程师; 推荐算法工程师; 解决方案工程师; 大数据开发工程师; AI应用工程师; 技术支持工程师,2024-12,2026-07,GEN000432,GEN001428,28,GEN000432; GEN001408; GEN001409; GEN001943; GEN001412; GEN000439; GEN000440; GEN001946; GEN001414; GEN001416; GEN000452; GEN001909; GEN001419; GEN001910; GEN001911; GEN000461; GEN000462; GEN001420; GEN001914; GEN000465; GEN001424; GEN000475; GEN001932; GEN001933; GEN000476; GEN001935; GEN001937; GEN001428,28,base_event_stream,2026-07-24T06:07:21+00:00
模型部署,大模型,new,AI算法; 软件研发; 数据; 自动驾驶; 技术支持; 算法; 芯片; AI应用,AI Agent算法工程师; 算法工程师; 系统软件工程师; 数据开发工程师; 自动驾驶算法工程师; 软件架构师; 嵌入式软件工程师; 解决方案工程师; 广告算法工程师; 芯片设计工程师; 大模型算法工程师; AI应用工程师; 控制算法工程师; AI Agent应用工程师,2025-01,2026-07,GEN000685,GEN001304,39,GEN000685; GEN000686; GEN001183; GEN001978; GEN001979; GEN000690; GEN001279; GEN001189; GEN001191; GEN001283; GEN001284; GEN001984; GEN000535; GEN000536; GEN001196; GEN000704; GEN001200; GEN000140; GEN000715; GEN000546; GEN000718; GEN001203; GEN001295; GEN000148; GEN000723; GEN000725; GEN001985; GEN000549; GEN000727; GEN000730; GEN001207; GEN001208; GEN000155; GEN001209; GEN001210; GEN000160; GEN000737; GEN000740; GEN001304,39,base_event_stream,2026-07-24T06:07:21+00:00
模式识别,AI,new,软件研发,嵌入式软件工程师,2025-01,2026-06,GEN001215,GEN001229,3,GEN001215; GEN001220; GEN001229,3,base_event_stream,2026-07-24T06:07:21+00:00
模拟电路设计,硬件与芯片,traditional,测试质量; 多媒体; 硬件; 芯片; AI应用; AI安全,质量工程师; 图形图像工程师; 电源工程师; 芯片验证工程师; 测试开发工程师; 硬件工程师; AI应用工程师; AI安全工程师,2024-12,2026-07,GEN001592,GEN002172,36,GEN001592; GEN002014; GEN002189; GEN002151; GEN002152; GEN001552; GEN001598; GEN001599; GEN002019; GEN002155; GEN001600; GEN002023; GEN001603; GEN001605; GEN001606; GEN002161; GEN002195; GEN002196; GEN002197; GEN002198; GEN002163; GEN002033; GEN002034; GEN001578; GEN002036; GEN002167; GEN001617; GEN002037; GEN002203; GEN001589; GEN002169; GEN002205; GEN001590; GEN001620; GEN002039; GEN002172,36,base_event_stream,2026-07-24T06:07:21+00:00
汇编语言,编程语言,traditional,AI算法; 软件研发; 硬件; 芯片; 测试质量; 基础设施; 产品,大模型算法工程师; Android开发工程师; 电源工程师; 芯片设计工程师; 大模型测试工程师; 计算机视觉算法工程师; 芯片验证工程师; 服务器工程师; 语音算法工程师; 软件开发工程师; DevOps工程师; AIGC算法工程师; AI产品经理,2024-12,2026-06,GEN000002,GEN001865,38,GEN000002; GEN001082; GEN001848; GEN002099; GEN002150; GEN000223; GEN002108; GEN002155; GEN002156; GEN001852; GEN001853; GEN002110; GEN000010; GEN000012; GEN001245; GEN001638; GEN002117; GEN002160; GEN000232; GEN000020; GEN001644; GEN002125; GEN000238; GEN001646; GEN001858; GEN000029; GEN002163; GEN001115; GEN001859; GEN002131; GEN000036; GEN002134; GEN000039; GEN002166; GEN000044; GEN001126; GEN001862; GEN001865,38,base_event_stream,2026-07-24T06:07:21+00:00
汽车电子,行业应用,traditional,硬件; 机器人; 自动驾驶; AI算法,硬件工程师; 机器人软件工程师; 自动驾驶算法工程师; 算法工程师; 电源工程师,2024-12,2026-07,GEN002262,GEN002301,25,GEN002262; GEN001955; GEN002264; GEN002266; GEN002269; GEN002270; GEN001979; GEN002271; GEN001981; GEN002192; GEN002274; GEN002193; GEN002277; GEN002195; GEN002196; GEN002283; GEN002285; GEN002286; GEN002287; GEN002199; GEN002200; GEN002297; GEN002206; GEN002300; GEN002301,25,base_event_stream,2026-07-24T06:07:21+00:00
流式计算,数据工程,traditional,AI算法; 算法; 数据; 软件研发; 安全; 基础设施; AI应用,NLP算法工程师; 搜索算法工程师; 数据仓库工程师; 软件开发工程师; AI Agent算法工程师; 后端开发工程师; 风控算法工程师; 大模型算法工程师; 算法工程师; 安全工程师; Java开发工程师; Python开发工程师; 信息安全工程师; 云计算工程师; 客户端开发工程师; 机器学习算法工程师; 数据工程师; 大模型应用工程师,2024-12,2026-07,GEN000299,GEN001501,45,GEN000299; GEN000479; GEN001390; GEN000482; GEN001308; GEN001391; GEN000484; GEN001393; GEN000306; GEN000747; GEN001394; GEN000488; GEN000565; GEN000310; GEN000567; GEN000752; GEN001324; GEN001325; GEN000313; GEN000760; GEN000996; GEN000997; GEN000318; GEN000576; GEN001770; GEN000770; GEN001000; GEN000773; GEN000776; GEN001401; GEN000325; GEN001491; GEN000327; GEN001493; GEN001349; GEN001403; GEN000336; GEN001405; GEN000802; GEN001360; GEN000340; GEN000806; GEN000809; GEN001006; GEN001501,45,base_event_stream,2026-07-24T06:07:21+00:00
流程自动化,软件工程,traditional,安全; 多媒体,安全工程师; 网络安全工程师; 图形图像工程师,2025-01,2026-05,GEN001734,GEN001761,8,GEN001734; GEN001738; GEN002023; GEN001745; GEN002027; GEN001752; GEN002036; GEN001761,8,base_event_stream,2026-07-24T06:07:21+00:00
消息队列,数据工程,traditional,基础设施; AI应用; AI安全; 软件研发; 数据; 机器人; 芯片; 算法; AI算法; 测试质量; 技术支持; 安全,网络工程师; AI应用工程师; AI安全工程师; Java开发工程师; 数据仓库工程师; 后端开发工程师; Go开发工程师; 机器人软件工程师; 云计算工程师; 芯片设计工程师; AI Agent应用工程师; 大模型应用工程师; 软件架构师; 大数据开发工程师; 搜索算法工程师; 算法工程师; 系统软件工程师; 大模型算法工程师; AI Agent算法工程师; 测试开发工程师; 算法研究员; 控制算法工程师; 机器人算法工程师; 解决方案工程师; 技术支持工程师; 信息安全工程师; 计算机视觉算法工程师; 多模态算法工程师; 风控算法工程师,2024-12,2026-07,GEN000054,GEN001591,131,GEN000054; GEN000115; GEN000162; GEN000921; GEN001366; GEN001390; GEN000057; GEN000118; GEN000924; GEN000925; GEN000927; GEN001010; GEN001176; GEN001694; GEN002099; GEN002100; GEN002102; GEN000062; GEN000119; GEN000745; GEN001367; GEN000660; GEN000687; GEN000930; GEN001013; GEN001014; GEN001181; GEN001182; GEN001699; GEN000122; GEN000663; GEN000931; GEN001015; GEN000070; GEN000072; GEN000751; GEN000753; GEN001704; GEN000124; GEN000935; GEN001558; GEN000666; GEN000694; GEN001192; GEN000762; GEN000763; GEN001398; GEN001807; GEN001900; GEN001902; GEN000175; GEN000947; GEN001195; GEN001565; GEN001567; GEN001810; GEN001904; GEN000087; GEN000088; GEN000089; GEN000701; GEN000770; GEN000771; GEN000949; GEN001021; GEN001569; GEN001811; GEN000704; GEN001198; GEN001199; GEN001814; GEN001913; GEN000674; GEN000708; GEN000780; GEN000953; GEN001379; GEN001572; GEN001573; GEN001816; GEN000094; GEN000139; GEN000782; GEN000783; GEN000784; GEN000957; GEN001201; GEN001380; GEN000096; GEN000717; GEN000789; GEN000790; GEN000791; GEN000792; GEN000959; GEN001402; GEN001921; GEN001923; GEN000793; GEN000796; GEN001030; GEN001404; GEN001578; GEN001579; GEN002136; GEN000798; GEN000800; GEN001032; GEN001033; GEN001927; GEN001930; GEN002139; GEN000107; GEN000802; GEN000805; GEN001585; GEN001586; GEN001587; GEN001931; GEN000110; GEN000111; GEN000155; GEN000732; GEN000806; GEN000971; GEN001588; GEN001938; GEN000114; GEN000158; GEN000812; GEN001591,131,base_event_stream,2026-07-24T06:07:21+00:00
